"SRR1071717"	"SRR1099957"	"SRR1093930"	"SRR1084917"	"SRR1081765"	"SRR1079830"	"SRR1086236"	"SRR1097296"	"SRR1120296"	"SRR1092208"	"SRR1085402"
"ENSG00000013441.15"	6648	5217	6228	6922	3601	4976	6047	5136	5687	3235	4866
"ENSG00000013503.9"	249	331	303	254	263	322	231	291	317	294	258
"ENSG00000013523.9"	778	1152	929	819	893	1019	793	998	782	944	745
"ENSG00000013561.17"	1391	1323	1117	921	1178	1678	1446	1179	928	1909	962
"ENSG00000013563.13"	583	1144	1227	802	735	738	697	545	939	594	859
"ENSG00000013573.16"	729	1421	1703	516	1368	946	1288	401	484	1170	876
"ENSG00000013583.8"	956	1419	1507	838	1026	1498	1345	802	1140	1354	1160
"ENSG00000013588.6"	617	4223	3828	3023	1541	1101	2518	1032	3552	418	3324
"ENSG00000013619.13"	286	227	365	98	152	192	228	133	95	234	143
"ENSG00000013725.14"	12	256	264	159	102	11	16	34	390	6	93
"ENSG00000013810.18"	188	334	419	474	241	307	257	247	389	244	430
"ENSG00000014123.9"	1262	1956	1674	1344	1362	1497	1226	971	1282	1197	1711
"ENSG00000014138.8"	279	471	543	343	437	475	423	388	419	553	299
"ENSG00000014164.6"	936	1181	860	677	969	1221	953	937	908	1017	695
"ENSG00000014216.15"	4120	11421	11517	9202	6698	6680	5318	3082	10291	6211	11209
"ENSG00000014257.15"	24	72	68	465	33	38	13	20	80	5	109
"ENSG00000014641.17"	3350	2713	2514	1830	2825	4072	3427	3170	2029	5070	2181
"ENSG00000014824.13"	1123	2127	1895	1349	1392	1644	1243	1165	1219	1380	1430
"ENSG00000014914.19"	1147	1143	1119	666	791	1521	906	585	919	1153	992
"ENSG00000014919.12"	1064	1413	1520	1153	1298	1545	1728	1249	1307	1336	1309
"ENSG00000015133.18"	1333	1703	1503	1559	857	1659	892	745	1672	1742	910
"ENSG00000015153.14"	437	620	513	427	517	700	558	409	293	493	312
"ENSG00000015171.18"	5338	5936	3746	2654	4201	6664	6286	4100	2671	6685	2315
"ENSG00000015285.10"	122	310	292	285	278	149	137	199	382	114	189
"ENSG00000015413.9"	2	10	73	55	8	4	2	13	11	7	11
"ENSG00000015475.18"	267	663	691	674	422	667	601	388	634	355	688
"ENSG00000015479.17"	7225	8063	7552	5943	6769	8126	7720	7305	5725	6759	4879
"ENSG00000015520.14"	61	37	40	3	31	67	58	45	26	134	12
"ENSG00000015532.9"	913	1465	1464	844	940	1677	857	806	1277	1778	976
"ENSG00000015568.12"	1013	1095	840	685	908	923	1123	811	692	940	579
"ENSG00000015592.16"	20	15	11	5	27	48	19	13	2	19	0
"ENSG00000015676.17"	2901	3466	2870	2101	3060	4257	2906	3363	2364	4311	1978
"ENSG00000016082.14"	4	165	173	154	42	6	4	10	101	7	50
"ENSG00000016391.10"	27	234	178	239	119	140	47	56	178	40	114
"ENSG00000016402.13"	47	1038	902	1089	374	252	108	25	440	68	615
"ENSG00000016490.15"	10	5	7	13	11	9	9	4	5	10	2
"ENSG00000016602.9"	61	3708	1989	6331	1500	319	74	27	3160	20	2403
"ENSG00000016864.17"	974	1881	1811	1473	1153	1210	820	1019	1486	1085	1565
"ENSG00000017260.19"	2125	3779	3195	2674	2390	2158	2073	2162	2520	1570	2837
"ENSG00000017427.15"	326	352	760	97	935	1271	949	2581	461	405	206
"ENSG00000017483.14"	29	120	123	189	106	66	56	151	267	106	120
"ENSG00000017797.11"	2130	4122	3613	2282	3115	3564	2809	2431	2821	3184	3007
"ENSG00000018189.12"	1423	1886	1920	1232	1686	2125	1725	1683	1299	1348	1468
"ENSG00000018236.14"	5023	2909	1086	540	2651	5378	7427	2517	572	4431	955
"ENSG00000018280.16"	439	839	1005	926	2789	840	610	686	239	741	420
"ENSG00000018408.14"	7419	4526	2468	1768	5065	8679	10399	6924	1726	9780	2063
"ENSG00000018510.13"	1157	1203	968	662	1060	1561	1159	1041	781	1330	773
"ENSG00000018607.6"	2	1	2	0	3	1	0	1	0	1	0
"ENSG00000018610.13"	498	633	592	400	489	554	374	405	416	508	382
"ENSG00000018625.14"	7956	2598	950	761	1990	7410	8840	1449	566	9395	592
"ENSG00000018699.11"	439	654	525	325	452	558	455	609	436	442	302
"ENSG00000018869.16"	128	163	120	89	124	191	151	121	107	159	85
"ENSG00000019102.11"	132	4688	5743	4299	1958	571	280	99	5069	167	5730
"ENSG00000019144.17"	5680	7786	7095	4098	5135	5357	9002	4877	3366	4800	4203
"ENSG00000019169.10"	692	32	108	5	730	206	328	971	43	876	19
"ENSG00000019186.9"	7	1893	1835	1919	512	64	61	13	703	3	1548
"ENSG00000019485.12"	1484	1295	756	655	611	1148	1346	665	565	1640	436
"ENSG00000019505.7"	1	1	2	12	0	3	1	0	1	0	1
"ENSG00000019549.8"	1283	2596	2383	2010	1311	1147	1865	1255	862	999	2416
"ENSG00000019582.14"	4539	11119	23766	17600	10134	6530	4387	10062	19771	2322	10390
"ENSG00000019991.15"	550	136	149	97	956	1438	514	1833	167	321	230
"ENSG00000019995.6"	2591	2852	1884	1540	1915	2694	3174	1828	1203	2401	1186
"ENSG00000020129.15"	1215	1121	1279	867	1272	1701	1455	1522	1092	1817	1018
"ENSG00000020181.17"	9684	4822	3595	1959	5010	7811	7828	4846	4092	8047	3993
"ENSG00000020219.9"	0	2	1	2	2	3	2	4	0	4	1
"ENSG00000020256.19"	412	429	436	372	337	631	399	356	409	444	342
"ENSG00000020426.10"	337	392	384	311	330	395	336	344	348	355	311
"ENSG00000020577.13"	2184	1723	1019	579	1320	2001	6086	2494	661	3313	440
"ENSG00000020633.18"	35	674	241	329	235	27	25	75	364	23	105
"ENSG00000020922.12"	676	1427	1100	905	866	1093	899	831	800	876	679
"ENSG00000021300.13"	528	178	199	247	485	268	589	162	195	826	285
"ENSG00000021355.12"	948	1405	1149	1405	1431	1209	818	1540	1205	986	1060
"ENSG00000021461.16"	1	1	2	4	3	3	6	2	2	9	4
"ENSG00000021488.12"	33	14	24	21	13	5	20	6	32	17	8
"ENSG00000021574.11"	395	695	523	512	398	496	408	413	408	400	385
"ENSG00000021645.18"	395	450	109	466	408	613	484	118	170	1083	278
"ENSG00000021762.19"	2459	2046	2439	1156	1915	3404	2859	2189	1540	3409	1289
"ENSG00000021776.10"	1512	1988	1721	1410	1686	1699	1653	1780	1554	1352	1220
"ENSG00000021826.14"	114	80	104	36	63	89	87	113	36	16	116
"ENSG00000021852.12"	2	6	6	0	3	3	0	3	3	0	0
"ENSG00000022267.16"	42054	23805	15965	6408	19187	36071	53512	19302	5621	46734	3619
"ENSG00000022277.12"	2657	2736	2498	1630	2450	3412	2459	2742	2067	3808	1798
"ENSG00000022355.16"	0	1	1	0	2	1	0	2	0	0	0
"ENSG00000022556.15"	39	1168	1005	881	20	161	33	15	10	42	6
"ENSG00000022567.9"	594	671	391	395	407	721	1044	366	361	669	198
"ENSG00000022840.15"	5225	5052	4235	3752	5207	6427	5823	5976	3685	6343	3759
"ENSG00000022976.15"	487	708	758	488	526	598	481	476	613	439	543
"ENSG00000023041.11"	991	1716	1794	1555	1093	1209	950	907	1535	764	1484
"ENSG00000023171.15"	29	91	64	63	101	38	41	42	53	19	68
"ENSG00000023191.16"	5575	6039	6579	3920	5640	7340	6317	6258	5259	8793	4199
"ENSG00000023228.13"	2617	3006	2148	1621	2768	3300	2794	2287	1828	3398	1875
"ENSG00000023287.12"	1980	2413	1670	1568	2285	2620	2522	2095	1166	1883	1288
"ENSG00000023318.7"	1082	1815	1671	1309	1301	1501	1093	1400	1434	1045	1487
"ENSG00000023330.14"	859	3557	2189	1999	2004	1410	1188	1303	2037	1379	2731
"ENSG00000023445.13"	474	324	297	408	410	572	475	375	601	397	158
"ENSG00000023516.8"	2851	3099	2402	1869	2494	3334	2516	2048	1942	2716	1493
"ENSG00000023572.8"	137	150	118	109	116	199	182	191	85	177	95
"ENSG00000023608.4"	192	423	297	385	299	256	172	262	387	199	243
"ENSG00000023697.12"	473	733	604	564	543	548	492	510	381	555	517
"ENSG00000023734.10"	2373	2516	1837	1527	2168	3010	2809	3017	1363	3238	1594
"ENSG00000023839.10"	60	208	236	131	142	191	306	240	123	165	100
"ENSG00000023892.10"	78	1116	1229	1111	527	187	125	131	1266	67	864
"ENSG00000023902.13"	9058	2789	1385	836	5579	8848	6746	5881	1282	13749	1053
"ENSG00000023909.9"	242	706	625	376	662	722	647	658	378	318	472
"ENSG00000024048.10"	2013	2747	2512	2004	2319	2669	2257	2072	1787	2096	1427
"ENSG00000024422.11"	10135	7447	7468	3979	8306	15477	13444	8260	4994	18229	6719
"ENSG00000024526.16"	5	18	2	27	3	6	33	5	12	5	56
"ENSG00000024862.17"	430	799	857	977	531	574	348	411	630	360	795
"ENSG00000025039.14"	767	579	358	314	904	1099	1190	565	356	1840	243
"ENSG00000025156.12"	657	637	442	320	488	718	601	427	311	583	299
"ENSG00000025293.16"	1742	1603	1333	978	1455	1930	2274	1487	1064	1929	764
"ENSG00000025423.11"	1486	1317	890	452	778	2979	1695	744	674	2374	441
"ENSG00000025434.18"	389	2323	2148	1304	1447	754	606	762	1774	603	1028
"ENSG00000025708.13"	367	683	816	594	1630	564	211	1606	1696	448	698
"ENSG00000025770.18"	1191	1158	996	697	806	1192	1052	1067	890	1194	647
"ENSG00000025772.7"	405	1310	1885	1267	846	692	477	546	1545	477	1665
"ENSG00000025796.13"	2899	3573	2910	2089	2679	3602	3398	2924	2291	3312	1856
"ENSG00000025800.13"	2653	3142	2245	1922	2825	3729	3272	2898	1985	3561	1512
"ENSG00000026025.14"	35205	26903	40849	12605	23970	28190	43767	32115	21364	20565	22373
"ENSG00000026036.21"	2113	2501	2275	1573	1709	2605	1911	2349	1561	1605	1175
"ENSG00000026103.20"	302	564	787	533	515	621	396	463	715	367	563
"ENSG00000026297.15"	1194	1263	1793	1901	1042	1108	890	466	1714	1007	1065
"ENSG00000026508.16"	3434	10898	8707	4864	7256	11001	8068	6457	5786	4769	4626
"ENSG00000026559.13"	318	184	286	165	100	141	162	119	308	167	292
"ENSG00000026652.13"	416	384	400	307	339	408	346	331	282	408	422
"ENSG00000026751.16"	9	393	399	773	78	42	12	15	680	8	305
"ENSG00000026950.16"	399	1307	1694	1151	834	679	444	464	1679	370	1037
"ENSG00000027001.9"	502	467	384	284	433	672	486	452	291	913	328
"ENSG00000027075.13"	445	1729	1723	1511	948	585	516	555	1556	216	1420
"ENSG00000027644.4"	10	3	2	1	3	3	7	21	5	3	1
"ENSG00000027697.13"	1547	3527	2449	2747	2224	1961	1526	1888	1837	1199	1977
"ENSG00000027847.13"	511	975	855	671	594	620	414	736	854	582	669
"ENSG00000027869.11"	14	144	68	56	38	6	9	35	76	3	40
"ENSG00000028116.16"	548	662	608	532	462	573	616	493	531	479	553
"ENSG00000028137.17"	739	1518	1486	1043	1472	667	788	1459	1128	500	1060
"ENSG00000028203.17"	1577	1683	1449	1244	1341	1505	1727	1373	1127	1428	1414
"ENSG00000028277.21"	654	205	223	234	141	225	159	111	345	592	102
"ENSG00000028310.17"	1331	2206	1967	1238	1323	1505	1381	1339	1444	1515	1236
"ENSG00000028528.14"	4171	5541	5208	3875	4412	5061	4365	4599	4029	4642	3734
"ENSG00000028839.9"	781	597	443	359	603	1134	890	525	403	809	345
"ENSG00000029153.14"	55	168	109	184	139	239	74	166	153	197	218
"ENSG00000029363.15"	4144	6628	5248	4512	4688	4388	4118	4147	3588	3001	2893
"ENSG00000029364.11"	1019	1973	1738	1495	1175	1337	1055	1103	1367	1221	1486
"ENSG00000029534.19"	23	58	39	32	29	27	9	25	31	16	24
"ENSG00000029559.6"	0	2	0	0	2	2	0	0	0	1	1
"ENSG00000029639.10"	192	285	249	244	235	331	241	187	236	266	225
"ENSG00000029725.16"	2287	2272	1861	1437	1961	2638	2842	1912	1451	2587	1304
"ENSG00000029993.14"	102	695	426	339	278	232	100	90	430	106	493
"ENSG00000030066.13"	1367	1741	1472	1301	1158	1312	1486	1425	1238	1026	966
"ENSG00000030110.12"	255	564	516	360	346	442	239	478	471	454	458
"ENSG00000030304.13"	5	190	346	80	213	62	58	7	158	24	148
"ENSG00000030419.16"	168	2280	2141	2637	1210	404	203	242	2722	125	2256
"ENSG00000030582.16"	3279	9879	10226	8962	6162	5418	4815	3308	9737	4367	14619
"ENSG00000031003.10"	2720	2317	1509	1379	1512	2984	2947	1505	1265	2353	1508
"ENSG00000031081.10"	1152	764	771	400	756	871	1079	949	549	642	579
"ENSG00000031691.6"	101	150	170	120	67	112	68	122	108	122	76
"ENSG00000031698.12"	3895	4740	4030	2638	3499	4646	4970	3937	2932	5135	2541
"ENSG00000031823.14"	2642	2504	2177	1553	2202	3406	3135	2197	1696	4153	1501
"ENSG00000032219.18"	1069	1431	1392	1130	1331	1166	1367	754	1005	902	987
"ENSG00000032389.12"	209	439	473	342	345	313	162	318	423	457	428
"ENSG00000032444.15"	2229	3130	2258	1956	2470	3522	2858	2449	1957	3722	2059
"ENSG00000032742.17"	581	442	343	284	394	572	449	437	286	454	314
"ENSG00000033011.11"	490	674	612	522	534	786	464	581	564	690	606
"ENSG00000033030.13"	889	1058	948	907	726	882	903	841	792	760	651
"ENSG00000033050.7"	1258	1498	1122	859	1472	1959	1655	2445	1043	2099	806
"ENSG00000033100.15"	1048	2040	1427	1194	1242	1495	1277	979	1379	1114	1425
"ENSG00000033122.18"	51	41	66	20	44	70	97	26	31	65	27
"ENSG00000033170.16"	414	647	607	767	396	599	470	332	595	409	611
"ENSG00000033178.12"	1039	1657	1384	1230	1186	1223	1125	969	1174	991	1205
"ENSG00000033327.12"	948	2006	1598	796	1582	1431	1324	1243	1138	834	930
"ENSG00000033627.15"	2000	1863	1956	1374	1590	2103	2195	1798	1628	2142	1487
"ENSG00000033800.13"	3675	3083	2398	1870	2775	3770	3458	3051	1590	3237	1364
"ENSG00000033867.16"	3390	2226	1810	1092	2148	2527	3114	1556	1053	3677	823
"ENSG00000034053.14"	29	414	233	112	141	132	51	63	178	85	92
"ENSG00000034152.18"	992	1207	1116	938	975	1238	1728	881	965	1221	1209
"ENSG00000034239.10"	274	116	74	69	90	24	49	73	158	30	56
"ENSG00000034510.5"	7254	7032	7395	4491	5221	7490	4416	7217	4767	5049	7491
"ENSG00000034533.11"	230	340	346	320	253	315	215	232	280	257	257
"ENSG00000034677.12"	2780	4768	4133	3600	3130	3035	3065	2392	3270	2280	2556
"ENSG00000034693.14"	428	439	413	398	366	443	342	269	353	376	342
"ENSG00000034713.7"	1603	2312	2267	1629	1691	2032	1566	1550	1649	1842	1698
"ENSG00000034971.15"	634	512	2483	30	861	885	1698	408	406	2018	40
"ENSG00000035115.21"	801	3029	3357	2622	1205	930	637	507	2484	561	2442
"ENSG00000035141.7"	797	1200	1123	984	627	984	883	512	960	1080	989
"ENSG00000035403.16"	31673	17467	11209	5683	16841	32185	35144	22261	8923	33779	9334
"ENSG00000035499.12"	8	7	16	35	8	16	22	5	3	9	37
"ENSG00000035664.11"	40	813	1065	537	353	82	88	124	656	71	436
"ENSG00000035681.7"	1213	1724	1320	1000	1357	2022	1750	1546	1250	2024	1069
"ENSG00000035687.9"	1131	2108	1798	1525	1462	1484	1282	1031	1380	1249	1354
"ENSG00000035720.7"	6	11	28	33	6	15	16	8	36	10	3
"ENSG00000035862.12"	17396	23671	25740	7695	17374	26620	21544	12279	14434	17116	11339
"ENSG00000035928.14"	1555	1809	1609	1327	1411	1842	1681	1247	1447	1662	1080
"ENSG00000036054.12"	844	1001	886	830	770	1003	1034	844	758	779	756
"ENSG00000036257.12"	2032	2434	1948	1675	1902	2413	2294	1892	1783	1905	1635
"ENSG00000036448.9"	184	200	183	90	54	90	59	30	100	193	88
"ENSG00000036473.6"	2	12	23	0	4	7	1	20	1	1	2
"ENSG00000036530.8"	130	69	76	25	70	98	116	121	71	112	44
"ENSG00000036549.12"	1159	1257	1204	1197	1104	1529	1334	1227	1072	1158	836
"ENSG00000036565.14"	0	0	0	11	5	2	1	1	1	0	0
"ENSG00000036672.15"	268	288	364	128	279	306	396	164	106	402	179
"ENSG00000036828.14"	4	59	191	15	187	4	7	5	215	13	5
"ENSG00000037042.8"	1333	2734	2585	1608	1666	1640	1461	770	2002	2032	1700
"ENSG00000037241.7"	150	197	228	179	172	201	138	178	169	208	259
"ENSG00000037280.15"	430	821	736	313	525	698	796	948	930	293	451
"ENSG00000037474.14"	1741	2169	1903	1545	1441	1845	1583	1903	1723	1997	1356
"ENSG00000037637.10"	1381	1718	1414	1023	1390	2060	1857	979	887	1930	660
"ENSG00000037749.11"	218	383	293	322	303	307	242	451	286	193	348
"ENSG00000037757.13"	1353	2374	1523	1940	1301	1669	561	799	1603	1146	1385
"ENSG00000037897.16"	156	274	272	162	177	228	139	538	216	220	120
"ENSG00000037965.5"	8	5	11	9	11	15	16	31	2	9	4
"ENSG00000038002.8"	174	475	542	334	244	224	224	167	374	181	316
"ENSG00000038210.12"	316	887	632	698	550	461	372	264	584	317	900
"ENSG00000038219.12"	2071	2968	2337	1694	2074	2279	2159	2050	1734	1670	1465
"ENSG00000038274.16"	1413	3040	2601	2518	1912	2193	1563	1423	2174	1607	1891
"ENSG00000038295.7"	140	174	296	92	146	133	166	279	136	52	179
"ENSG00000038358.14"	2715	3399	2991	1984	2376	3114	2849	2574	2514	3204	1906
"ENSG00000038382.17"	2967	5527	3886	2679	3739	4674	3920	3154	2890	3503	2439
"ENSG00000038427.15"	445	949	1119	481	1574	2127	974	3160	1078	631	1515
"ENSG00000038532.14"	976	1243	996	878	891	1131	1003	1058	791	1106	713
"ENSG00000038945.14"	132	496	292	242	805	383	131	266	207	170	149
"ENSG00000039068.18"	242	8637	6801	6413	3000	990	368	94	6364	221	8637
"ENSG00000039123.15"	2641	4080	3504	3000	2705	3508	2847	2911	3410	2610	3167
"ENSG00000039139.9"	22	219	205	235	123	34	13	19	158	0	232
"ENSG00000039319.16"	939	2113	1706	1640	1311	1263	1320	1022	1420	917	1436
"ENSG00000039523.18"	3723	3803	3589	2072	3247	4932	4662	3201	2817	4164	2181
"ENSG00000039537.13"	135	51	70	14	159	161	131	97	29	54	53
"ENSG00000039560.13"	1596	2128	1469	1152	1519	2230	2950	1438	1168	2751	1196
"ENSG00000039600.10"	14	15	10	16	24	31	15	15	11	18	10
"ENSG00000039650.10"	1618	2458	2796	1802	1731	2031	1713	1526	2049	1718	1684
"ENSG00000039987.6"	1	2	2	0	1	3	3	2	0	0	0
"ENSG00000040199.18"	645	876	532	395	586	903	1119	656	353	654	302
"ENSG00000040275.16"	146	162	185	161	126	177	132	181	107	166	140
"ENSG00000040341.17"	585	944	824	793	785	1121	760	652	804	928	861
"ENSG00000040487.12"	335	396	397	338	323	506	362	313	305	357	316
"ENSG00000040531.14"	418	812	720	630	521	732	689	536	608	590	678
"ENSG00000040608.13"	12	18	32	17	11	14	20	13	33	6	37
"ENSG00000040633.12"	723	949	726	667	727	1086	983	846	592	1094	693
"ENSG00000040731.10"	0	3	4	3	3	2	0	2	3	0	7
"ENSG00000040933.15"	1250	2369	2055	1197	1606	2210	2147	1395	2179	1968	1436
"ENSG00000041353.9"	52	706	1076	1164	348	188	99	53	926	61	979
"ENSG00000041357.15"	1797	2001	1778	1528	1464	2192	1846	1854	1450	2669	1709
"ENSG00000041515.15"	5	11	12	7	22	18	8	18	9	8	7
"ENSG00000041802.10"	868	1519	1253	1014	1045	1241	999	1343	1051	1214	1068
"ENSG00000041880.14"	955	1222	1336	1077	949	1250	958	862	998	1374	910
"ENSG00000041982.15"	926	4014	1947	918	1134	1568	1726	1616	1979	5384	4321
"ENSG00000041988.15"	1385	1324	1136	785	952	1457	1206	1252	968	1570	840
"ENSG00000042062.11"	607	1788	2157	1152	1111	968	1198	1073	1056	313	1012
"ENSG00000042088.13"	184	468	382	379	237	288	195	223	348	183	334
"ENSG00000042286.14"	698	758	560	500	949	1280	1187	1081	501	1329	469
"ENSG00000042304.10"	0	0	0	0	1	0	0	0	0	0	1
"ENSG00000042317.16"	286	319	364	251	278	422	359	275	275	289	327
"ENSG00000042429.10"	936	961	1028	969	837	994	1004	1054	885	728	679
"ENSG00000042445.13"	1199	2082	1995	1855	2357	2315	1839	1873	1512	1468	1855
"ENSG00000042493.15"	539	4616	5025	3714	1993	1260	618	441	5339	450	5581
"ENSG00000042753.11"	867	1012	994	725	1037	1286	1011	1354	734	1349	1213
"ENSG00000042781.12"	9	30	51	12	21	10	28	18	18	10	11
"ENSG00000042813.7"	0	1	3	4	3	0	2	1	6	0	0
"ENSG00000042832.11"	18	243	98	88	49	23	9	30	76	161	118
"ENSG00000042980.12"	53	1723	1498	1370	1144	153	69	38	1673	65	1468
"ENSG00000043039.6"	2	6	7	19	4	7	5	5	3	4	4
"ENSG00000043093.13"	1465	1252	1000	792	986	1232	1665	957	634	1356	796
"ENSG00000043143.20"	2441	2951	2129	1525	2418	3608	3621	2693	1852	3487	955
"ENSG00000043355.11"	0	2	6	2	1	2	1	1	2	1	0
"ENSG00000043462.11"	179	512	602	425	425	252	194	269	720	205	315
"ENSG00000043514.15"	383	1166	1232	958	873	781	627	416	909	563	1007
"ENSG00000043591.5"	4	201	104	112	51	14	6	2	77	7	78
"ENSG00000044012.3"	0	1	1	1	0	1	0	0	1	0	0
"ENSG00000044090.8"	1164	2312	2526	1549	1559	1725	1543	888	2112	1504	1739
"ENSG00000044115.20"	8757	12736	10286	8423	10001	12666	9882	8166	8588	12595	8472
"ENSG00000044446.11"	1074	2541	1669	1244	1331	1212	1128	1052	1645	1092	1184
"ENSG00000044459.14"	566	398	366	241	476	757	687	492	232	426	245
"ENSG00000044524.10"	1029	963	979	389	730	567	677	494	761	351	507
"ENSG00000044574.7"	4474	7509	6799	4314	4408	5920	4174	10676	6516	6322	4960
"ENSG00000046604.12"	155	8134	6834	3208	2429	721	374	193	5662	168	5985
"ENSG00000046647.13"	303	637	608	348	379	510	439	494	452	493	375
"ENSG00000046651.14"	806	2195	2295	1700	936	786	847	785	1831	680	1434
"ENSG00000046653.14"	914	906	590	745	698	559	715	491	291	535	391
"ENSG00000046774.9"	0	0	1	0	0	0	1	0	1	0	0
"ENSG00000046889.18"	334	734	1237	661	658	357	346	355	800	164	634
"ENSG00000047056.14"	607	1117	801	709	640	810	586	678	679	503	507
"ENSG00000047188.15"	1634	1897	2029	1578	1581	1610	1898	1121	1617	1316	1310
"ENSG00000047230.14"	626	901	910	613	629	813	642	478	666	735	561
"ENSG00000047249.16"	1359	1439	1299	1160	1395	1993	1684	1319	997	1668	1195
"ENSG00000047315.14"	3094	3743	3182	2262	3293	4117	3308	3119	2439	3656	2264
"ENSG00000047346.12"	1680	2770	2307	2043	1901	2163	1946	1203	1638	1063	1619
"ENSG00000047365.11"	134	1390	1262	1072	483	239	131	127	851	80	769
"ENSG00000047410.13"	3905	6240	4789	3823	3849	4276	4432	4031	3885	3281	3886
"ENSG00000047457.13"	486	548	1129	2412	711	627	489	556	496	414	236
"ENSG00000047578.12"	668	1264	995	859	796	924	722	918	705	634	879
"ENSG00000047579.19"	516	592	585	329	451	1225	739	702	394	1160	319
"ENSG00000047597.5"	319	148	76	138	185	283	309	102	109	245	93
"ENSG00000047617.14"	75	95	128	85	76	50	60	118	64	44	122
"ENSG00000047621.11"	502	334	402	362	429	602	315	710	431	642	404
"ENSG00000047634.14"	953	1144	1080	697	863	758	815	604	752	634	692
"ENSG00000047644.18"	1938	2007	1701	1148	1420	2183	2928	1376	1192	1768	1038
"ENSG00000047648.21"	1439	2089	1554	1354	1138	2014	2194	777	1043	1899	1007
"ENSG00000047662.4"	495	796	886	632	631	701	647	614	705	700	542
"ENSG00000047849.21"	17144	12948	10888	5927	13204	16680	22911	12872	7783	20371	7764
"ENSG00000047932.13"	1855	1787	1677	1278	1290	1713	1426	1421	1515	1499	1160
"ENSG00000047936.10"	0	1	4	2	2	1	0	3	1	0	0
"ENSG00000048028.11"	829	1047	955	1021	916	1138	1028	736	760	1179	686
"ENSG00000048052.21"	217	252	186	237	247	397	127	73	216	414	251
"ENSG00000048140.17"	509	1059	1036	878	663	926	693	822	894	845	1111
"ENSG00000048162.20"	1117	1211	1020	763	824	1101	937	1164	826	1350	814
"ENSG00000048342.15"	926	591	662	376	732	2162	1252	634	642	1102	719
"ENSG00000048392.11"	749	916	839	673	851	1039	850	712	575	795	568
"ENSG00000048405.9"	512	925	785	595	635	632	595	574	514	470	474
"ENSG00000048462.10"	1	1	28	44	2	0	2	3	86	0	0
"ENSG00000048471.13"	1588	1400	1296	649	1343	1823	2301	1253	750	1666	708
"ENSG00000048540.14"	5089	2460	1824	272	3970	7498	14098	3083	690	5069	294
"ENSG00000048544.5"	795	879	681	591	739	1092	809	824	654	1092	546
"ENSG00000048545.13"	2	7	8	1	3	8	3	2	8	2	7
"ENSG00000048649.13"	1780	2253	1813	1511	1756	2086	1796	1385	1372	1391	1285
"ENSG00000048707.13"	3608	4998	3205	2982	3673	3804	3744	3635	2218	3820	1888
"ENSG00000048740.18"	4162	2995	3150	1158	2743	4502	4656	1967	1323	3052	951
"ENSG00000048828.16"	4342	7421	5780	5062	5085	6186	4839	4840	4876	5180	4766
"ENSG00000048991.16"	800	802	610	560	680	1195	917	654	462	1029	557
"ENSG00000049089.13"	562	1272	2140	1242	595	492	436	209	2093	355	2271
"ENSG00000049130.13"	1977	1044	1066	571	1858	3190	3201	3142	744	970	743
"ENSG00000049167.13"	149	166	165	157	132	173	120	140	147	129	177
"ENSG00000049192.14"	391	91	145	87	194	197	717	719	118	81	260
"ENSG00000049239.12"	2875	7073	4465	3731	4153	3503	3321	3581	4146	3804	2268
"ENSG00000049245.12"	3260	3468	3382	2209	2706	3465	3012	2749	2568	3298	2797
"ENSG00000049246.14"	3040	1096	1442	815	1634	3129	2220	562	1449	2472	1529
"ENSG00000049247.13"	483	170	221	136	225	479	356	83	202	388	239
"ENSG00000049249.8"	0	6	5	6	3	0	0	2	7	0	3
"ENSG00000049283.17"	95	1467	1998	1683	577	251	132	30	1427	106	1991
"ENSG00000049323.15"	3353	7044	3432	1596	3122	10958	5929	4924	4156	3827	3454
"ENSG00000049449.8"	1390	5462	5323	3191	2602	2857	1692	2228	4575	1749	5942
"ENSG00000049540.16"	3666	6145	7915	2319	2086	2856	2238	1952	2179	2323	3804
"ENSG00000049541.10"	319	415	346	301	352	522	278	627	321	255	303
"ENSG00000049618.22"	2840	4984	4065	3439	3483	3640	3814	2705	3119	2588	2729
"ENSG00000049656.13"	1696	2746	2238	1683	2043	2452	1908	2291	1767	2373	1587
"ENSG00000049759.17"	1992	5005	4330	4429	2099	2089	907	537	3630	722	3392
"ENSG00000049768.14"	11	20	28	41	9	10	10	18	29	12	21
"ENSG00000049769.12"	387	323	276	150	318	624	518	364	213	633	164
"ENSG00000049860.13"	1684	2969	2580	1968	2184	2938	2187	1891	2171	2060	2496
"ENSG00000049883.14"	411	361	462	348	386	718	435	469	429	583	328
"ENSG00000050030.13"	98	71	44	50	66	96	115	71	31	113	20
