"SRR1071359"	"SRR1083776"	"SRR811938"	"SRR1082520"	"SRR1074140"	"SRR1076584"	"SRR1101693"
"ENSG00000258971.1"	0	0	0	0	0	0	0
"ENSG00000258972.1"	0	0	0	0	0	0	0
"ENSG00000258973.1"	157	285	320	260	328	110	173
"ENSG00000258975.1"	0	0	0	0	0	0	0
"ENSG00000258976.1"	0	4	4	1	0	1	2
"ENSG00000258977.1"	0	1	0	0	0	1	0
"ENSG00000258978.1"	1	1	0	0	2	1	0
"ENSG00000258979.1"	13	1	0	0	1	2	2
"ENSG00000258980.1"	0	0	0	0	0	0	1
"ENSG00000258981.1"	1	0	1	1	0	1	1
"ENSG00000258982.1"	7	14	6	6	9	16	3
"ENSG00000258983.2"	28	24	43	26	15	18	7
"ENSG00000258984.5"	454	798	969	673	823	661	708
"ENSG00000258985.1"	54	43	38	50	57	48	16
"ENSG00000258986.6"	6	2	33	4	5	14	1
"ENSG00000258987.1"	13	135	94	45	111	26	38
"ENSG00000258988.1"	27	42	46	38	26	31	41
"ENSG00000258989.1"	105	173	235	137	113	68	89
"ENSG00000258990.2"	4	3	5	3	1	3	2
"ENSG00000258991.1"	1	0	0	1	0	0	0
"ENSG00000258992.5"	0	0	1	1	0	0	0
"ENSG00000258993.1"	0	0	0	0	0	1	0
"ENSG00000258994.1"	0	0	0	0	0	0	0
"ENSG00000258995.1"	1	0	0	0	0	0	0
"ENSG00000258996.2"	0	0	0	0	0	0	0
"ENSG00000258997.1"	1	1	0	1	0	1	0
"ENSG00000258998.1"	5	12	8	3	14	7	4
"ENSG00000258999.1"	6	6	1	1	6	8	4
"ENSG00000259000.1"	2	12	21	11	12	10	8
"ENSG00000259001.3"	22	16	30	26	12	14	7
"ENSG00000259002.2"	5	5	6	5	6	3	5
"ENSG00000259003.1"	0	0	0	0	0	0	0
"ENSG00000259004.1"	5	6	8	6	4	0	5
"ENSG00000259005.1"	17	2	3	4	10	9	3
"ENSG00000259006.1"	608	160	248	185	204	244	201
"ENSG00000259007.1"	16	35	46	63	14	22	35
"ENSG00000259008.1"	1	0	0	1	0	0	0
"ENSG00000259009.4"	0	0	0	0	1	0	0
"ENSG00000259010.1"	8	8	10	6	3	5	4
"ENSG00000259011.1"	0	0	0	1	0	0	0
"ENSG00000259012.2"	0	0	1	0	1	0	0
"ENSG00000259013.2"	0	0	1	0	0	0	0
"ENSG00000259015.1"	12	14	15	10	7	10	4
"ENSG00000259016.1"	0	0	0	0	0	0	0
"ENSG00000259017.1"	0	0	0	0	0	0	0
"ENSG00000259018.1"	74	108	231	214	175	169	97
"ENSG00000259019.1"	0	0	1	0	0	0	0
"ENSG00000259020.3"	2	7	13	5	7	7	5
"ENSG00000259021.2"	0	0	0	0	0	0	0
"ENSG00000259022.2"	0	1	1	1	1	0	0
"ENSG00000259023.2"	0	3	1	0	0	0	0
"ENSG00000259024.6"	3168	631	468	544	695	1423	287
"ENSG00000259025.1"	0	0	0	0	0	0	0
"ENSG00000259026.1"	0	0	0	0	0	0	0
"ENSG00000259028.1"	0	0	4	0	0	0	0
"ENSG00000259029.1"	0	0	0	0	0	1	0
"ENSG00000259030.6"	292	222	632	158	264	241	132
"ENSG00000259031.1"	44	85	41	51	168	55	36
"ENSG00000259032.2"	218	418	597	327	261	240	233
"ENSG00000259033.1"	0	0	0	0	0	0	0
"ENSG00000259035.1"	0	0	0	0	0	0	0
"ENSG00000259036.1"	2	0	0	2	2	0	0
"ENSG00000259037.1"	4	24	111	10	6	20	7
"ENSG00000259038.1"	16	3	1	2	4	11	1
"ENSG00000259039.1"	3	1	10	2	2	4	1
"ENSG00000259040.5"	2253	5788	5892	5145	3980	4123	7481
"ENSG00000259041.1"	0	0	0	0	0	0	0
"ENSG00000259042.2"	0	2	0	1	0	0	0
"ENSG00000259043.1"	0	1	1	1	0	0	0
"ENSG00000259044.1"	0	0	0	0	0	0	0
"ENSG00000259045.1"	37	13	205	14	11	15	19
"ENSG00000259046.1"	0	0	0	0	0	0	0
"ENSG00000259047.1"	0	0	0	0	0	0	0
"ENSG00000259048.1"	3	1	1	2	0	2	0
"ENSG00000259049.1"	277	334	446	234	269	245	339
"ENSG00000259050.2"	0	0	0	0	0	0	1
"ENSG00000259051.1"	81	86	158	82	69	81	94
"ENSG00000259052.1"	1238	190	378	186	311	569	92
"ENSG00000259053.1"	87	39	110	56	44	66	21
"ENSG00000259054.1"	0	3	2	1	0	0	0
"ENSG00000259055.1"	1	0	0	0	0	0	0
"ENSG00000259056.1"	32	1	4	3	0	6	0
"ENSG00000259057.1"	1	0	0	0	0	0	0
"ENSG00000259058.1"	0	0	0	0	0	0	0
"ENSG00000259059.1"	1	0	3	1	1	0	1
"ENSG00000259060.7"	1	1	0	0	1	1	0
"ENSG00000259061.1"	0	0	0	0	0	0	0
"ENSG00000259062.2"	13	13	23	8	9	8	12
"ENSG00000259064.2"	0	1	0	0	0	0	1
"ENSG00000259065.1"	97	44	82	85	49	28	39
"ENSG00000259066.5"	219	224	404	188	167	172	147
"ENSG00000259067.1"	5	1	3	3	4	4	0
"ENSG00000259068.1"	0	0	0	0	0	0	0
"ENSG00000259069.1"	2	3	3	2	2	2	2
"ENSG00000259070.5"	36	10	15	26	3	15	13
"ENSG00000259071.1"	336	122	300	101	63	156	64
"ENSG00000259072.1"	2	0	0	2	0	0	0
"ENSG00000259073.1"	1	0	3	1	0	0	0
"ENSG00000259074.1"	0	0	0	0	0	0	0
"ENSG00000259075.6"	681	236	358	283	180	482	268
"ENSG00000259076.1"	20	1	0	0	0	6	0
"ENSG00000259077.1"	0	0	0	0	0	1	0
"ENSG00000259078.2"	35	7	2	2	2	8	2
"ENSG00000259079.1"	1	1	1	0	0	0	0
"ENSG00000259080.1"	674	626	958	583	554	568	376
"ENSG00000259081.1"	91	102	227	140	93	104	100
"ENSG00000259082.1"	0	1	0	0	0	0	0
"ENSG00000259083.1"	56	43	64	34	54	44	26
"ENSG00000259084.6"	26	2	6	22	4	11	0
"ENSG00000259086.3"	13	54	57	34	34	21	28
"ENSG00000259087.5"	4	0	2	1	2	4	0
"ENSG00000259088.1"	18	2	8	6	1	4	2
"ENSG00000259089.2"	0	0	0	0	0	0	0
"ENSG00000259090.1"	1	1	4	0	0	0	0
"ENSG00000259091.1"	3	0	1	1	0	0	0
"ENSG00000259092.1"	8	0	0	1	0	4	1
"ENSG00000259093.1"	12	16	24	12	7	13	9
"ENSG00000259094.1"	0	1	0	0	0	0	1
"ENSG00000259095.1"	0	0	0	0	0	0	0
"ENSG00000259096.1"	39	55	80	55	34	39	49
"ENSG00000259097.1"	0	0	0	0	0	0	0
"ENSG00000259098.1"	1	6	2	2	1	2	0
"ENSG00000259099.2"	0	2	1	1	0	1	2
"ENSG00000259100.1"	11	6	4	8	9	6	2
"ENSG00000259102.2"	0	1	2	0	0	0	1
"ENSG00000259103.1"	1	0	0	0	0	0	0
"ENSG00000259104.2"	0	0	0	0	0	0	0
"ENSG00000259105.1"	2	1	5	2	4	0	1
"ENSG00000259106.1"	1	0	0	0	0	1	0
"ENSG00000259107.1"	0	0	0	1	0	0	0
"ENSG00000259108.2"	0	12	0	0	1	0	0
"ENSG00000259109.1"	0	0	1	0	0	0	0
"ENSG00000259110.1"	0	0	0	0	0	0	0
"ENSG00000259111.1"	0	0	1	0	0	0	0
"ENSG00000259112.2"	1007	1809	1681	943	884	925	1044
"ENSG00000259113.1"	64	62	92	63	52	33	40
"ENSG00000259115.1"	58	101	130	117	73	57	60
"ENSG00000259116.1"	39	15	42	21	35	25	9
"ENSG00000259117.1"	0	0	0	0	0	0	0
"ENSG00000259118.5"	105	252	206	168	198	148	101
"ENSG00000259119.1"	0	0	0	0	0	0	0
"ENSG00000259120.2"	278	40	1	0	5	294	11
"ENSG00000259121.2"	0	1	4	1	0	1	0
"ENSG00000259122.2"	0	0	0	0	0	0	0
"ENSG00000259123.1"	1	0	0	0	3	0	1
"ENSG00000259124.1"	0	1	2	3	3	1	5
"ENSG00000259125.1"	15	11	58	19	24	23	32
"ENSG00000259126.1"	0	1	1	0	1	1	0
"ENSG00000259129.5"	30	0	27	13	24	3	6
"ENSG00000259130.1"	1	1	2	1	0	0	0
"ENSG00000259132.1"	650	408	1219	785	418	485	448
"ENSG00000259133.5"	82	50	100	74	50	63	48
"ENSG00000259134.5"	22	144	244	298	92	68	131
"ENSG00000259135.1"	6	6	6	7	5	3	2
"ENSG00000259136.1"	0	0	0	0	0	0	0
"ENSG00000259137.1"	17	13	29	17	14	11	13
"ENSG00000259138.1"	27	6	5	7	5	9	2
"ENSG00000259140.2"	0	0	0	0	0	0	0
"ENSG00000259142.1"	0	0	0	0	0	0	0
"ENSG00000259143.1"	172	69	181	133	128	120	65
"ENSG00000259144.2"	2	1	1	2	0	0	0
"ENSG00000259146.3"	103	19	24	16	28	56	7
"ENSG00000259148.1"	0	0	0	0	0	0	0
"ENSG00000259149.1"	0	0	0	0	0	0	0
"ENSG00000259150.5"	0	0	1	1	0	3	0
"ENSG00000259151.2"	0	2	2	6	5	0	0
"ENSG00000259152.1"	0	0	0	0	0	0	0
"ENSG00000259153.1"	19	4	0	0	1	11	3
"ENSG00000259154.1"	0	0	0	0	0	0	0
"ENSG00000259155.2"	4	4	1	0	2	5	0
"ENSG00000259156.7"	0	1	1	1	0	2	1
"ENSG00000259157.1"	0	0	0	0	0	0	0
"ENSG00000259158.3"	70	19	78	40	31	36	12
"ENSG00000259160.1"	0	0	1	0	0	1	0
"ENSG00000259161.2"	1	2	0	0	0	0	0
"ENSG00000259162.1"	1	1	7	4	1	0	1
"ENSG00000259163.1"	3	7	16	9	8	8	9
"ENSG00000259164.1"	77	42	31	22	24	40	16
"ENSG00000259165.1"	7	6	8	5	13	9	10
"ENSG00000259166.1"	0	0	0	0	1	0	0
"ENSG00000259167.2"	0	1	0	0	0	0	0
"ENSG00000259168.1"	0	0	0	0	0	0	0
"ENSG00000259169.1"	36	72	96	52	60	36	42
"ENSG00000259170.1"	0	0	0	0	0	0	0
"ENSG00000259171.1"	1530	1812	7403	4824	3857	1752	2102
"ENSG00000259172.1"	252	61	289	175	48	149	73
"ENSG00000259173.2"	0	0	1	0	0	0	0
"ENSG00000259175.1"	4	1	4	9	2	7	2
"ENSG00000259177.1"	3	0	0	0	0	2	2
"ENSG00000259178.1"	0	0	0	0	0	1	0
"ENSG00000259179.1"	0	0	0	0	0	0	0
"ENSG00000259180.1"	1	1	4	1	1	1	0
"ENSG00000259181.1"	0	1	2	0	0	2	0
"ENSG00000259182.5"	2	3	6	6	2	4	3
"ENSG00000259183.1"	0	0	0	0	0	0	0
"ENSG00000259185.1"	131	57	161	109	56	93	89
"ENSG00000259186.1"	0	0	0	0	0	0	0
"ENSG00000259187.1"	51	35	61	50	13	53	19
"ENSG00000259188.5"	6	34	8	6	29	7	7
"ENSG00000259191.2"	0	0	2	0	0	1	0
"ENSG00000259192.1"	7	0	1	1	1	1	0
"ENSG00000259194.1"	0	0	1	0	0	1	0
"ENSG00000259195.1"	0	1	3	0	1	1	1
"ENSG00000259196.1"	0	0	0	0	0	0	0
"ENSG00000259198.1"	8	5	25	11	8	8	7
"ENSG00000259199.1"	0	0	0	0	0	1	0
"ENSG00000259200.1"	0	1	0	0	0	0	1
"ENSG00000259201.1"	44	22	37	21	13	23	22
"ENSG00000259202.1"	0	0	0	1	0	0	1
"ENSG00000259203.1"	0	0	0	0	0	0	0
"ENSG00000259204.1"	0	1	1	1	2	0	2
"ENSG00000259205.2"	18	81	12	39	75	88	49
"ENSG00000259207.7"	251	1082	834	602	1329	448	763
"ENSG00000259208.2"	0	0	0	1	0	0	0
"ENSG00000259209.3"	48	7	12	6	6	33	6
"ENSG00000259211.1"	146	169	258	155	202	135	99
"ENSG00000259212.1"	19	4	8	1	7	2	5
"ENSG00000259213.1"	0	0	0	0	0	0	0
"ENSG00000259214.1"	0	0	0	0	0	0	0
"ENSG00000259215.1"	6	2	2	2	0	2	0
"ENSG00000259216.2"	5	3	9	4	4	1	2
"ENSG00000259217.2"	0	0	0	0	0	0	0
"ENSG00000259218.5"	0	0	0	0	0	0	0
"ENSG00000259219.1"	6	11	6	9	11	9	2
"ENSG00000259221.5"	0	0	0	0	0	0	0
"ENSG00000259222.2"	48	1	1	0	0	8	1
"ENSG00000259223.2"	0	0	0	0	0	0	0
"ENSG00000259224.2"	1	1	0	5	2	3	2
"ENSG00000259225.6"	1229	32	16	15	10	322	14
"ENSG00000259227.2"	0	0	0	0	0	0	0
"ENSG00000259228.1"	0	1	0	4	1	3	3
"ENSG00000259229.2"	0	0	0	0	1	0	0
"ENSG00000259230.1"	28	6	0	1	5	20	0
"ENSG00000259231.2"	0	0	0	0	0	1	0
"ENSG00000259232.2"	3	1	0	1	0	2	0
"ENSG00000259234.5"	1	1	3	0	2	1	1
"ENSG00000259235.1"	5	2	1	0	0	6	0
"ENSG00000259236.1"	9	21	39	22	32	13	10
"ENSG00000259237.1"	0	0	0	0	0	0	0
"ENSG00000259238.1"	29	48	54	41	26	24	37
"ENSG00000259239.1"	1	0	4	0	0	1	1
"ENSG00000259240.1"	0	0	0	0	0	0	2
"ENSG00000259241.1"	0	0	0	0	1	0	0
"ENSG00000259242.2"	0	0	0	0	1	0	0
"ENSG00000259244.1"	83	46	108	89	147	70	32
"ENSG00000259245.1"	3	3	2	0	0	0	0
"ENSG00000259246.4"	1	1	0	0	0	0	0
"ENSG00000259247.1"	0	0	0	0	0	0	0
"ENSG00000259248.5"	611	1006	970	465	814	503	503
"ENSG00000259250.1"	36	24	47	45	27	24	18
"ENSG00000259251.2"	82	0	3	3	0	16	3
"ENSG00000259252.1"	0	0	0	0	0	0	0
"ENSG00000259254.1"	0	0	0	0	0	0	0
"ENSG00000259255.1"	0	0	0	0	0	0	0
"ENSG00000259256.1"	0	0	0	0	0	0	0
"ENSG00000259257.1"	0	0	5	0	0	0	1
"ENSG00000259258.1"	1	1	2	1	1	1	1
"ENSG00000259259.1"	0	1	2	1	1	1	0
"ENSG00000259261.2"	0	15	4	17	0	1	1
"ENSG00000259262.1"	8	6	3	1	0	5	0
"ENSG00000259265.1"	0	0	0	0	0	0	0
"ENSG00000259266.1"	0	0	0	0	0	0	0
"ENSG00000259267.2"	0	0	0	0	0	0	0
"ENSG00000259268.1"	3	0	1	2	0	2	3
"ENSG00000259269.1"	0	1	3	3	0	1	2
"ENSG00000259270.1"	1	0	0	0	1	0	0
"ENSG00000259271.1"	3	3	0	7	0	1	0
"ENSG00000259273.1"	0	0	0	0	0	1	0
"ENSG00000259274.1"	19	0	0	1	2	2	0
"ENSG00000259275.2"	235	489	599	345	573	188	160
"ENSG00000259276.1"	0	3	1	8	0	1	1
"ENSG00000259277.1"	0	0	0	0	0	0	0
"ENSG00000259278.1"	0	0	0	0	1	0	0
"ENSG00000259279.1"	62	670	1363	1664	1410	188	2917
"ENSG00000259280.1"	3	0	2	0	1	0	0
"ENSG00000259281.1"	0	0	0	0	0	0	0
"ENSG00000259282.5"	0	0	0	0	0	1	0
"ENSG00000259283.2"	0	0	0	0	0	0	0
"ENSG00000259284.1"	0	0	12	8	0	0	8
"ENSG00000259285.1"	112	9	33	61	14	93	34
"ENSG00000259286.3"	6	1	3	1	1	5	3
"ENSG00000259287.2"	44	57	24	22	50	29	18
"ENSG00000259288.6"	215	40	47	65	35	173	27
"ENSG00000259289.2"	0	2	1	0	0	0	0
"ENSG00000259290.1"	0	0	0	0	0	0	0
"ENSG00000259291.2"	624	781	842	353	635	461	405
"ENSG00000259293.1"	0	0	0	0	0	0	1
"ENSG00000259294.1"	2	0	1	2	0	0	2
"ENSG00000259295.6"	1347	488	321	286	469	855	206
"ENSG00000259296.1"	0	1	1	0	0	0	0
"ENSG00000259298.1"	149	94	126	106	89	109	84
"ENSG00000259299.1"	4	7	6	7	8	5	2
"ENSG00000259300.2"	3	0	1	0	0	1	0
"ENSG00000259301.2"	0	0	0	0	0	0	0
"ENSG00000259302.1"	0	0	1	0	0	0	0
"ENSG00000259303.5"	0	1	0	1	0	0	0
"ENSG00000259304.1"	1	0	0	1	0	2	0
"ENSG00000259305.6"	234	256	415	281	295	287	239
"ENSG00000259306.2"	0	0	0	0	0	0	0
"ENSG00000259307.1"	19	1	2	0	1	2	0
"ENSG00000259308.3"	4	3	2	3	9	10	4
"ENSG00000259309.1"	1	0	0	1	0	0	0
"ENSG00000259312.1"	0	0	0	0	0	0	0
"ENSG00000259314.1"	36	37	71	33	37	20	17
"ENSG00000259315.1"	116	21	24	23	17	51	18
"ENSG00000259316.9"	125	65	58	51	40	85	90
"ENSG00000259317.1"	1	0	0	1	0	0	0
"ENSG00000259318.1"	6	7	7	4	27	1	3
"ENSG00000259319.1"	25	18	23	25	12	11	10
"ENSG00000259320.1"	0	0	0	0	0	0	0
"ENSG00000259321.1"	114	101	97	68	90	103	30
"ENSG00000259322.1"	49	58	73	38	36	44	40
"ENSG00000259324.1"	0	0	0	0	0	0	0
"ENSG00000259326.1"	26	8	6	21	15	18	7
"ENSG00000259327.1"	221	153	278	216	173	180	129
"ENSG00000259330.1"	168	916	591	414	875	303	254
"ENSG00000259331.1"	0	0	0	0	0	0	0
"ENSG00000259332.3"	268	211	247	269	187	250	255
"ENSG00000259333.1"	0	0	0	0	0	0	0
"ENSG00000259334.1"	0	1	0	0	0	0	1
"ENSG00000259335.1"	17	3	2	7	3	4	2
"ENSG00000259336.1"	5	5	7	3	5	7	0
"ENSG00000259337.4"	0	11	13	22	0	0	2
"ENSG00000259338.1"	21	1	1	0	1	3	0
"ENSG00000259339.2"	0	0	0	1	0	0	0
"ENSG00000259340.2"	0	0	0	1	0	0	0
"ENSG00000259341.1"	0	0	3	1	0	1	0
"ENSG00000259342.1"	6	3	1	1	5	8	7
"ENSG00000259343.5"	29	38	35	19	16	18	12
"ENSG00000259345.5"	7	2	5	4	8	2	9
"ENSG00000259346.2"	9	1	3	8	4	1	3
"ENSG00000259347.6"	11	15	9	6	7	6	2
"ENSG00000259348.1"	0	0	0	2	0	1	0
"ENSG00000259349.1"	24	5	1	4	4	16	2
"ENSG00000259350.2"	1	0	0	0	0	0	0
"ENSG00000259351.1"	4	1	2	6	1	3	2
"ENSG00000259352.1"	96	75	27	19	28	96	57
"ENSG00000259353.1"	44	17	35	18	12	28	24
"ENSG00000259354.5"	9	2	4	0	3	2	0
"ENSG00000259356.1"	2	18	6	5	2	5	7
"ENSG00000259357.2"	1318	1185	2459	1642	1430	1549	1176
"ENSG00000259358.1"	0	0	2	3	0	0	0
"ENSG00000259359.1"	21	3	6	8	5	10	2
"ENSG00000259360.1"	0	0	0	0	0	0	0
"ENSG00000259361.5"	1	0	0	1	0	0	0
"ENSG00000259362.2"	7	0	4	4	0	0	0
"ENSG00000259363.5"	38	53	111	105	117	47	45
"ENSG00000259364.1"	2	2	3	1	1	3	2
"ENSG00000259365.1"	0	1	0	0	0	0	0
"ENSG00000259366.1"	55	25	46	32	39	41	24
"ENSG00000259367.1"	6	15	63	29	31	8	26
"ENSG00000259368.1"	6	5	0	1	6	3	2
"ENSG00000259369.1"	0	0	1	0	0	0	0
"ENSG00000259370.2"	97	471	422	168	372	76	130
"ENSG00000259371.2"	253	175	438	200	145	175	144
"ENSG00000259372.2"	23	7	6	4	4	7	2
"ENSG00000259374.2"	44	4	11	11	3	14	2
"ENSG00000259375.1"	51	25	61	31	25	15	26
"ENSG00000259376.1"	5	5	7	3	7	5	1
"ENSG00000259377.1"	1	2	1	0	1	2	1
"ENSG00000259378.1"	2	2	4	4	3	4	3
"ENSG00000259379.1"	0	0	5	0	0	0	2
"ENSG00000259380.5"	1	0	1	0	1	0	0
"ENSG00000259381.2"	20	10	3	4	7	18	2
"ENSG00000259383.1"	1	0	0	0	1	0	0
"ENSG00000259384.6"	53	153	454	3	152	4	0
"ENSG00000259385.1"	16	1	0	1	0	13	3
"ENSG00000259388.1"	9	34	7	12	7	11	19
"ENSG00000259389.2"	0	0	0	0	1	0	0
"ENSG00000259390.2"	1	0	0	0	0	1	0
"ENSG00000259392.2"	4	0	3	1	0	0	0
"ENSG00000259393.2"	0	1	0	0	0	0	0
"ENSG00000259394.2"	1	5	14	0	2	3	2
"ENSG00000259395.1"	0	0	0	0	0	0	0
"ENSG00000259396.1"	0	0	0	0	1	1	0
"ENSG00000259397.3"	211	307	370	249	238	180	211
"ENSG00000259398.1"	0	0	0	1	0	0	0
"ENSG00000259399.1"	502	948	1064	753	631	612	950
"ENSG00000259402.1"	3	0	1	1	1	2	0
"ENSG00000259403.1"	0	0	0	0	0	0	0
"ENSG00000259404.5"	24	6	20	7	11	10	7
"ENSG00000259405.1"	0	0	0	1	0	1	0
"ENSG00000259407.1"	324	308	929	439	448	307	406
"ENSG00000259408.2"	164	170	148	78	103	77	66
"ENSG00000259409.1"	63	88	134	74	223	46	16
"ENSG00000259410.5"	3	3	7	8	8	2	1
"ENSG00000259411.1"	7	3	11	8	6	5	5
"ENSG00000259413.2"	0	0	0	0	0	0	0
"ENSG00000259414.1"	37	19	25	21	28	30	10
"ENSG00000259415.1"	1	0	0	0	0	0	0
"ENSG00000259416.2"	19	12	5	4	14	23	4
"ENSG00000259417.2"	64	62	56	63	49	129	38
"ENSG00000259418.1"	0	1	1	0	0	0	0
"ENSG00000259419.2"	2	3	10	0	4	3	1
"ENSG00000259420.5"	1	0	0	4	0	3	0
"ENSG00000259421.1"	0	0	2	0	0	1	0
"ENSG00000259422.1"	10	8	1	2	0	5	2
"ENSG00000259423.2"	2	2	0	0	0	0	0
"ENSG00000259424.1"	47	4	2	2	3	11	1
"ENSG00000259425.5"	4	2	12	14	12	11	2
"ENSG00000259426.5"	240	77	220	17	328	90	33
"ENSG00000259427.2"	0	0	0	0	0	0	0
"ENSG00000259428.1"	0	0	0	0	0	0	0
"ENSG00000259429.5"	520	109	69	38	83	248	63
"ENSG00000259430.1"	21	87	29	30	47	13	3
"ENSG00000259431.5"	1725	1203	1236	1031	1113	1324	795
"ENSG00000259432.1"	0	0	0	0	0	0	0
"ENSG00000259433.2"	0	3	2	4	6	2	0
"ENSG00000259434.1"	0	0	1	0	1	0	0
"ENSG00000259435.2"	0	0	0	0	0	1	0
"ENSG00000259436.1"	5	2	2	2	1	1	1
"ENSG00000259437.1"	0	2	1	0	0	0	0
"ENSG00000259438.1"	1	1	1	1	1	0	1
"ENSG00000259439.2"	0	0	0	0	0	0	0
"ENSG00000259440.2"	0	1	0	1	2	0	0
"ENSG00000259441.2"	0	0	0	0	0	0	0
"ENSG00000259442.1"	30	5	12	6	1	17	2
"ENSG00000259443.1"	2	1	0	0	0	0	0
"ENSG00000259444.1"	0	2	3	3	2	5	4
"ENSG00000259445.1"	0	0	0	0	0	1	1
"ENSG00000259446.5"	1	32	7	8	5	5	8
"ENSG00000259447.1"	2	1	0	0	1	0	0
"ENSG00000259448.2"	37	28	44	44	24	34	22
"ENSG00000259449.1"	5	0	3	1	0	2	0
"ENSG00000259450.1"	4	3	0	0	1	5	1
"ENSG00000259452.2"	0	0	1	0	0	0	0
"ENSG00000259453.1"	4	0	2	2	2	3	0
"ENSG00000259454.1"	0	0	0	0	0	0	0
"ENSG00000259456.3"	77	51	76	55	33	66	21
"ENSG00000259457.1"	10	0	0	0	0	4	0
"ENSG00000259458.1"	1	0	1	0	0	1	1
"ENSG00000259459.5"	21	8	3	2	10	18	8
"ENSG00000259460.1"	40	59	154	51	66	42	27
"ENSG00000259461.1"	1	1	4	1	1	0	0
"ENSG00000259462.2"	176	11	14	19	16	112	15
"ENSG00000259463.1"	1	0	0	0	0	2	0
"ENSG00000259464.2"	0	0	0	0	0	0	0
"ENSG00000259465.2"	1	1	2	0	0	0	0
"ENSG00000259466.1"	0	0	3	0	1	0	0
"ENSG00000259467.1"	0	1	3	0	0	0	2
"ENSG00000259468.1"	8	10	13	10	9	4	11
"ENSG00000259469.1"	1	1	0	1	0	0	0
"ENSG00000259470.2"	2	2	1	2	0	3	4
"ENSG00000259471.1"	0	0	1	1	0	0	0
"ENSG00000259473.1"	0	0	0	0	0	0	0
"ENSG00000259474.1"	1	0	0	0	1	2	0
"ENSG00000259475.1"	17	15	21	10	20	9	15
"ENSG00000259476.1"	0	0	0	1	0	0	0
"ENSG00000259477.1"	0	0	1	0	0	0	0
"ENSG00000259478.2"	0	0	0	0	0	0	0
"ENSG00000259479.6"	269	136	254	166	67	253	117
"ENSG00000259481.1"	0	0	0	0	0	1	0
"ENSG00000259482.1"	1	0	0	0	0	0	0
"ENSG00000259483.1"	2	0	1	1	3	0	0
"ENSG00000259485.1"	4	0	1	0	2	2	1
"ENSG00000259488.2"	426	472	345	246	445	533	172
"ENSG00000259489.2"	1	0	0	0	0	0	0
"ENSG00000259490.2"	0	3	4	1	0	0	0
"ENSG00000259493.2"	1	3	0	0	0	1	0
"ENSG00000259494.1"	770	552	775	438	458	517	260
"ENSG00000259495.2"	291	30	47	59	51	151	29
"ENSG00000259496.2"	1	0	0	0	0	0	0
"ENSG00000259498.1"	198	547	477	221	686	246	253
"ENSG00000259499.1"	3	0	5	0	0	1	0
"ENSG00000259500.1"	0	0	0	0	0	1	1
"ENSG00000259502.1"	18	7	1	15	2	4	0
"ENSG00000259503.1"	0	0	0	0	0	0	0
"ENSG00000259504.2"	1	0	0	0	0	1	1
"ENSG00000259505.1"	0	0	0	2	0	2	0
"ENSG00000259507.1"	0	0	0	0	0	0	0
"ENSG00000259508.1"	249	3	0	4	5	59	1
"ENSG00000259509.2"	0	0	0	0	0	0	0
"ENSG00000259511.2"	6	16	23	12	8	15	13
"ENSG00000259512.3"	0	0	5	2	0	3	1
"ENSG00000259513.1"	2	0	0	0	0	0	1
"ENSG00000259514.1"	0	2	0	2	0	0	2
"ENSG00000259515.1"	344	500	713	425	524	380	296
"ENSG00000259516.2"	73	84	99	63	52	63	63
"ENSG00000259517.2"	0	0	0	0	0	0	0
"ENSG00000259518.1"	0	0	1	0	0	0	3
"ENSG00000259519.1"	3	5	7	8	6	6	3
"ENSG00000259520.5"	23	22	9	9	6	7	2
"ENSG00000259521.1"	22	31	34	26	28	22	23
"ENSG00000259522.2"	3075	2246	1719	1165	1314	2392	2141
"ENSG00000259523.1"	13	29	23	12	12	10	8
"ENSG00000259525.1"	0	0	0	0	0	0	0
"ENSG00000259527.2"	0	0	0	0	0	0	0
"ENSG00000259528.1"	0	0	1	0	0	1	0
"ENSG00000259529.1"	3743	2857	4082	2403	2589	3312	1946
"ENSG00000259530.1"	0	0	4	0	1	0	0
"ENSG00000259531.2"	35	17	14	16	11	34	22
"ENSG00000259532.1"	0	0	1	0	0	0	1
"ENSG00000259533.1"	0	0	0	0	0	0	0
"ENSG00000259534.1"	0	0	0	1	0	1	0
"ENSG00000259535.1"	1	0	2	0	0	1	1
"ENSG00000259536.5"	273	214	488	226	233	305	181
"ENSG00000259538.1"	3	3	6	4	1	0	2
"ENSG00000259539.1"	201	35	34	31	31	83	11
"ENSG00000259540.1"	6	11	1	5	13	23	13
"ENSG00000259541.5"	0	0	0	0	0	0	0
"ENSG00000259542.5"	15	40	37	25	36	22	10
"ENSG00000259543.1"	0	0	0	1	0	0	0
"ENSG00000259544.1"	60	69	216	67	79	46	86
"ENSG00000259545.2"	1	3	5	1	1	0	1
"ENSG00000259546.1"	38	38	38	29	22	30	76
"ENSG00000259547.1"	1	0	1	0	0	0	0
"ENSG00000259548.1"	4	2	2	2	5	4	2
"ENSG00000259550.2"	0	1	1	0	0	0	0
"ENSG00000259551.1"	2	3	3	5	2	2	3
"ENSG00000259553.4"	12	3	4	1	2	2	1
"ENSG00000259554.1"	0	0	0	0	0	0	0
"ENSG00000259555.1"	0	0	0	0	0	1	0
"ENSG00000259556.2"	24	10	9	10	5	15	6
"ENSG00000259557.2"	0	0	0	1	0	0	0
