"SRR1088832"	"SRR1096057"	"SRR1075223"	"SRR1077239"	"SRR1097035"	"SRR1097574"	"SRR1343393"	"SRR1089562"	"SRR1096876"	"SRR1089833"	"SRR1098612"
"ENSG00000202054.1"	0	0	1	0	1	0	0	0	0	0	0
"ENSG00000202056.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202058.1"	10	18	6	10	12	6	3	15	21	16	5
"ENSG00000202059.1"	0	1	1	0	2	1	3	0	0	1	0
"ENSG00000202060.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202063.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202069.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202070.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202071.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202074.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202078.1"	1	3	1	4	1	0	5	4	5	2	0
"ENSG00000202079.1"	5	0	2	1	3	0	1	0	0	1	1
"ENSG00000202081.1"	0	0	0	1	2	0	0	3	1	0	0
"ENSG00000202082.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202089.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202092.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000202093.1"	43	52	43	24	110	53	26	29	74	117	34
"ENSG00000202095.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202099.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202100.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000202103.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202111.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202112.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202119.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202124.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202125.1"	1	0	3	1	3	4	1	1	1	7	1
"ENSG00000202137.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202141.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202142.1"	1	0	0	0	0	0	0	1	0	0	0
"ENSG00000202144.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202146.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202147.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202150.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000202151.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202157.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202159.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202160.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202164.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202167.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202169.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202172.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000202174.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202175.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202177.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202182.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202183.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202184.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202186.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202187.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202188.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202189.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202190.1"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000202191.1"	0	0	0	0	1	0	0	0	0	1	0
"ENSG00000202193.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202195.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202198.1"	190	124	125	156	386	173	131	168	145	332	155
"ENSG00000202199.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202200.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202205.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202206.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202211.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202215.1"	0	1	0	1	0	0	0	0	0	1	0
"ENSG00000202216.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202217.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202222.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202224.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202225.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202227.1"	1	0	0	1	1	2	2	0	1	1	1
"ENSG00000202229.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202231.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202233.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202237.1"	0	0	0	1	1	0	0	0	0	0	1
"ENSG00000202239.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202240.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202241.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202242.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202245.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202248.1"	1	0	0	0	5	0	6	1	1	2	1
"ENSG00000202249.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202251.1"	0	0	0	2	0	0	0	0	0	0	2
"ENSG00000202252.1"	3	1	1	2	27	48	1	1	2	12	1
"ENSG00000202254.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202255.1"	1	1	2	2	0	0	0	0	0	0	1
"ENSG00000202257.1"	2	1	0	2	1	0	0	1	2	1	0
"ENSG00000202259.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202260.1"	1	0	1	0	1	0	0	0	0	0	1
"ENSG00000202261.1"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000202263.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202264.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202265.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202268.2"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000202269.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202270.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000202272.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202273.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202275.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202276.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202279.1"	1	0	0	1	2	0	1	0	0	1	1
"ENSG00000202281.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202283.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202285.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202290.1"	4	1	5	4	3	4	2	6	5	2	4
"ENSG00000202293.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202296.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202297.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000202300.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202304.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202306.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202308.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202309.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000202310.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000202313.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202314.1"	5	9	8	8	30	12	7	5	5	23	10
"ENSG00000202317.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202318.1"	4	2	7	7	1	36	1	2	1	0	5
"ENSG00000202322.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000202324.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202329.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202331.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202332.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202334.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202335.1"	39	17	11	29	7	10	16	23	15	11	21
"ENSG00000202336.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202337.1"	9	7	2	2	2	1	4	11	7	7	6
"ENSG00000202339.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202341.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202343.1"	8	10	5	6	8	3	5	5	4	15	3
"ENSG00000202344.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202345.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202347.1"	1	1	1	1	0	0	2	2	1	2	0
"ENSG00000202350.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202351.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000202354.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202356.1"	0	0	0	1	0	0	0	0	0	0	2
"ENSG00000202357.1"	1	0	0	0	0	0	1	0	0	0	2
"ENSG00000202358.1"	1	0	2	0	3	2	0	3	0	1	2
"ENSG00000202360.1"	0	0	8	0	0	1	0	0	0	0	0
"ENSG00000202361.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202363.1"	17	20	13	9	33	19	14	6	32	25	7
"ENSG00000202368.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202373.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202374.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000202377.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202379.1"	0	0	1	0	0	1	0	1	0	0	1
"ENSG00000202380.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202382.1"	2	2	0	1	0	0	1	1	0	0	1
"ENSG00000202383.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202385.1"	2	1	0	0	1	1	1	0	2	1	1
"ENSG00000202386.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202388.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202389.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202392.1"	1	0	0	0	2	3	0	0	0	2	4
"ENSG00000202395.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202398.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202399.1"	0	2	0	0	0	0	2	0	0	0	0
"ENSG00000202400.1"	0	0	1	0	1	0	0	0	0	0	0
"ENSG00000202402.1"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000202406.1"	0	1	0	0	1	0	0	2	0	1	0
"ENSG00000202407.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202408.2"	3	1	0	4	3	1	1	1	1	1	2
"ENSG00000202410.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202411.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202412.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202414.1"	0	0	0	0	1	0	0	0	0	0	1
"ENSG00000202415.1"	1	2	1	0	2	2	0	1	0	0	1
"ENSG00000202417.1"	0	0	1	0	0	1	0	0	0	0	0
"ENSG00000202422.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202423.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202427.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202428.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202429.1"	0	0	1	0	1	0	2	1	0	0	0
"ENSG00000202430.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000202431.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202433.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202434.1"	2	1	1	2	0	1	0	1	2	1	4
"ENSG00000202438.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202440.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202441.2"	8	9	3	11	8	8	8	9	6	11	8
"ENSG00000202444.1"	2	2	1	3	3	0	3	1	2	2	3
"ENSG00000202445.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202449.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202459.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000202461.1"	6	7	1	2	4	0	4	5	13	5	1
"ENSG00000202468.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202469.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202470.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202471.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202472.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202473.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202474.1"	2	2	4	3	1	7	2	1	0	4	5
"ENSG00000202476.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202478.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202479.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000202485.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202490.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202491.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202495.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202497.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202498.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202499.1"	1	0	0	0	0	0	0	0	0	0	1
"ENSG00000202502.1"	0	0	0	1	0	2	0	0	0	0	0
"ENSG00000202503.1"	19	27	20	13	59	25	11	28	40	52	16
"ENSG00000202508.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000202512.1"	1	1	1	0	0	0	0	0	0	2	0
"ENSG00000202513.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202514.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202515.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202517.1"	0	0	0	0	0	0	0	2	0	0	1
"ENSG00000202521.1"	2	0	1	1	3	1	1	1	0	2	1
"ENSG00000202522.1"	0	0	0	1	1	0	1	1	1	1	1
"ENSG00000202523.1"	0	0	0	1	0	0	0	2	1	0	1
"ENSG00000202526.1"	0	0	0	1	2	1	2	1	1	1	0
"ENSG00000202528.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202529.1"	2	4	5	1	6	12	3	2	4	4	2
"ENSG00000202532.1"	17	15	6	10	3	7	10	10	10	3	15
"ENSG00000202533.1"	12	6	4	13	3	2	6	7	6	6	6
"ENSG00000202534.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202536.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202537.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000202538.1"	1	3	5	1	1	3	1	2	4	0	1
"ENSG00000202542.1"	0	0	0	1	0	0	0	1	0	0	0
"ENSG00000202560.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202566.4"	3	1	2	2	2	1	1	1	0	1	4
"ENSG00000202569.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202601.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000202609.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203258.3"	0	0	1	0	0	1	0	0	0	0	0
"ENSG00000203262.3"	1	1	0	1	0	0	0	0	0	0	0
"ENSG00000203266.2"	0	1	0	0	0	0	1	0	0	0	0
"ENSG00000203279.3"	6	15	6	8	8	3	5	15	6	14	7
"ENSG00000203280.4"	5	2	15	17	2	27	3	4	0	0	17
"ENSG00000203286.5"	9	2	3	5	1	4	3	12	1	2	2
"ENSG00000203288.3"	8	13	5	14	2	4	6	3	4	3	18
"ENSG00000203307.2"	2	3	0	4	3	0	5	8	4	0	2
"ENSG00000203321.2"	4	7	3	2	4	4	4	7	4	3	6
"ENSG00000203325.3"	1	2	1	4	7	4	2	2	2	3	1
"ENSG00000203326.10"	281	284	252	333	347	309	166	258	300	275	308
"ENSG00000203327.2"	11	8	3	8	3	8	5	4	7	3	15
"ENSG00000203334.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203335.4"	0	1	2	0	1	0	2	1	0	1	0
"ENSG00000203356.2"	7	7	0	4	3	0	7	7	5	3	2
"ENSG00000203362.2"	6	1	5	3	1	19	2	3	4	2	3
"ENSG00000203363.2"	0	2	1	3	0	1	0	0	0	1	4
"ENSG00000203364.2"	2	1	1	4	1	1	0	1	0	0	8
"ENSG00000203386.6"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203387.2"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000203392.3"	376	105	48	130	185	193	93	163	129	178	150
"ENSG00000203395.2"	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000203396.3"	0	2	0	0	0	0	1	0	0	1	0
"ENSG00000203397.2"	3	1	1	0	1	2	2	2	0	0	2
"ENSG00000203402.2"	0	0	1	1	0	0	1	0	0	0	0
"ENSG00000203408.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203411.3"	0	1	0	1	0	0	0	0	0	0	0
"ENSG00000203413.3"	2	5	1	0	2	2	2	3	1	2	1
"ENSG00000203414.2"	7	2	0	6	0	2	2	6	1	1	5
"ENSG00000203416.3"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000203434.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203435.2"	4	3	2	7	9	0	2	6	2	3	11
"ENSG00000203436.2"	1	1	1	0	0	0	1	1	1	1	1
"ENSG00000203437.3"	2	2	0	1	2	0	1	1	0	1	1
"ENSG00000203441.2"	3	1	1	4	0	4	1	4	0	2	3
"ENSG00000203446.2"	0	2	0	1	0	0	1	19	0	1	0
"ENSG00000203462.2"	1	1	0	1	1	0	0	2	2	2	2
"ENSG00000203469.2"	85	109	35	44	46	48	51	65	90	50	52
"ENSG00000203472.3"	1	4	0	66	1	1	5	0	1	0	160
"ENSG00000203485.12"	5486	4277	2091	3363	4497	4230	6018	4846	3854	3617	4304
"ENSG00000203489.3"	1	0	0	0	2	0	2	3	0	2	2
"ENSG00000203492.3"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000203496.9"	0	1	1	1	1	3	3	2	3	1	1
"ENSG00000203497.2"	48	24	42	58	41	33	43	63	27	49	45
"ENSG00000203498.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203499.11"	3	8	1647	347	6	2058	3	8	8	15	685
"ENSG00000203506.5"	3	4	1	2	4	1	1	5	3	10	0
"ENSG00000203520.3"	0	0	0	0	0	0	1	0	0	2	0
"ENSG00000203523.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203527.2"	0	1	0	0	0	0	1	0	0	0	0
"ENSG00000203531.3"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000203546.7"	374	432	180	235	246	385	376	392	341	255	219
"ENSG00000203560.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203565.2"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000203573.4"	0	0	0	0	0	1	1	0	0	0	0
"ENSG00000203581.7"	1	0	0	0	0	0	1	1	0	0	1
"ENSG00000203585.3"	0	0	0	0	1	6	0	3	1	2	1
"ENSG00000203588.3"	7	6	14	8	6	4	7	12	3	2	9
"ENSG00000203593.3"	1	1	0	1	0	1	1	0	0	1	3
"ENSG00000203601.3"	0	0	0	1	1	0	0	0	0	1	0
"ENSG00000203605.3"	0	0	0	0	0	0	1	0	0	1	1
"ENSG00000203616.2"	5	3	15	7	3	23	5	4	4	1	6
"ENSG00000203618.5"	811	524	722	345	1013	631	1309	543	822	823	342
"ENSG00000203620.2"	1	1	0	0	2	0	0	0	0	1	0
"ENSG00000203635.2"	1	0	0	0	0	0	0	0	0	0	5
"ENSG00000203643.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203644.3"	153	96	189	162	100	150	78	99	111	99	165
"ENSG00000203645.2"	2	3	1	0	1	1	2	0	1	4	2
"ENSG00000203647.2"	0	0	1	0	2	1	0	0	0	0	0
"ENSG00000203648.3"	0	1	0	0	1	0	0	0	1	1	0
"ENSG00000203650.8"	3	3	1	3	1	6	0	2	2	2	1
"ENSG00000203661.3"	1	1	0	0	0	0	0	2	1	0	1
"ENSG00000203663.3"	1	2	1	0	0	0	0	2	1	0	0
"ENSG00000203664.6"	0	1	0	0	0	0	0	0	1	0	1
"ENSG00000203666.12"	685	568	178	589	630	181	440	519	634	594	740
"ENSG00000203667.9"	4990	4854	2265	4048	4961	2031	3189	4100	4471	4832	3584
"ENSG00000203668.2"	582	597	555	331	266	462	353	543	390	275	366
"ENSG00000203684.5"	22	17	15	22	33	17	14	13	12	30	9
"ENSG00000203685.9"	864	851	183	242	751	82	973	586	608	659	252
"ENSG00000203688.4"	6	4	716	3	2	4881	9	13	6	5	4
"ENSG00000203690.11"	1	1	0	1	1	0	0	0	0	0	1
"ENSG00000203697.11"	7	11	11	312	3	30	24	7	11	8	252
"ENSG00000203705.10"	320	260	218	215	224	198	301	365	184	213	250
"ENSG00000203706.8"	157	94	34	178	101	26	123	195	65	44	112
"ENSG00000203709.10"	490	151	112	466	572	217	145	148	80	444	289
"ENSG00000203710.10"	45	48	14	47	29	10	72	28	52	18	19
"ENSG00000203711.11"	2	3	2	7	2	2	3	1	0	1	5
"ENSG00000203721.6"	3	2	3	2	2	1	0	3	2	2	0
"ENSG00000203722.7"	18	58	120	17	17	644	66	28	47	20	23
"ENSG00000203724.10"	15	21	19	15	11	20	12	17	25	7	12
"ENSG00000203727.3"	71	126	255	194	34	274	207	89	102	13	220
"ENSG00000203729.8"	4	0	0	2	1	0	1	2	0	1	2
"ENSG00000203730.2"	7	4	5	3	6	4	1	6	5	15	10
"ENSG00000203733.5"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000203734.11"	33	21	12	54	21	9	20	27	23	20	178
"ENSG00000203737.3"	1	0	1	4	1	5	0	2	5	0	2
"ENSG00000203739.3"	84	34	62	58	115	85	39	62	59	129	47
"ENSG00000203740.3"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000203747.9"	60	787	35	962	51	40	270	109	344	31	232
"ENSG00000203756.7"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000203757.1"	1	2	0	0	0	0	0	0	0	0	1
"ENSG00000203758.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203760.8"	136	73	85	96	189	131	102	284	72	177	80
"ENSG00000203761.5"	696	881	334	533	791	244	606	675	966	684	545
"ENSG00000203772.7"	173	185	152	259	176	130	179	121	141	165	166
"ENSG00000203778.7"	380	344	51	261	362	56	331	322	250	297	344
"ENSG00000203780.10"	63	67	97	217	48	134	86	47	74	61	430
"ENSG00000203781.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203782.5"	1	0	94	5	0	66	12	5	3	0	2
"ENSG00000203783.4"	2	0	0	0	0	8	0	0	0	0	0
"ENSG00000203784.2"	3	1	6	7	2	4	0	3	1	4	1
"ENSG00000203785.8"	7	10	3911	4	12	23496	10	14	8	10	11
"ENSG00000203786.6"	1	3	366	1	1	5049	3	2	1	2	2
"ENSG00000203791.14"	651	605	357	360	685	411	578	440	492	698	392
"ENSG00000203795.2"	0	0	0	0	0	0	1	0	0	0	1
"ENSG00000203797.9"	108	108	11	73	74	29	70	62	64	55	106
"ENSG00000203799.11"	22	18	3	65	11	4	17	18	13	9	71
"ENSG00000203801.8"	22	20	9	14	35	22	18	25	16	24	12
"ENSG00000203804.4"	861	887	439	622	2244	414	976	346	883	2124	344
"ENSG00000203805.10"	72	28	17	19	23	10	147	33	19	24	16
"ENSG00000203808.10"	16	40	1	4	16	0	17	9	28	11	6
"ENSG00000203809.6"	0	0	0	2	1	0	0	0	0	0	1
"ENSG00000203811.1"	1	6	5	5	1	22	2	4	2	0	24
"ENSG00000203812.2"	71	189	541	403	2881	2053	73	161	273	2385	316
"ENSG00000203814.6"	33	47	223	365	4004	3078	46	78	63	3563	537
"ENSG00000203818.7"	1	3	3	4	4	0	6	5	8	4	12
"ENSG00000203819.6"	32	20	24	32	76	121	43	30	17	76	75
"ENSG00000203825.4"	2	1	0	0	0	0	1	0	0	1	0
"ENSG00000203837.4"	5	1	260	0	2	49	0	4	0	7	0
"ENSG00000203852.3"	6	6	1	4	2	22	1	4	0	0	22
"ENSG00000203855.7"	6	3	0	4	3	3	2	10	3	9	4
"ENSG00000203857.9"	4	2	0	0	1	1	0	1	1	0	1
"ENSG00000203858.3"	0	1	0	1	1	0	0	0	1	1	1
"ENSG00000203859.9"	29	17	6	20	34	35	28	20	17	38	11
"ENSG00000203864.3"	1	0	1	0	0	1	0	0	0	0	0
"ENSG00000203865.9"	1027	1330	1924	1260	922	1409	860	1045	1197	869	1120
"ENSG00000203867.7"	49	85	900	506	85	667	64	60	43	44	552
"ENSG00000203870.5"	0	2	0	4	0	0	0	0	1	0	1
"ENSG00000203872.6"	58	21	31	46	17	10	39	53	34	24	64
"ENSG00000203875.10"	2443	4885	1875	2255	6501	1747	1704	2773	4515	5139	1916
"ENSG00000203876.9"	82	41	50	61	29	40	47	79	60	50	54
"ENSG00000203877.8"	11	14	4	21	4	3	29	18	16	0	6
"ENSG00000203878.11"	0	1	0	0	1	0	0	0	1	0	0
"ENSG00000203879.11"	8852	9226	3103	5836	12003	3578	6939	7094	9693	10331	4821
"ENSG00000203880.11"	3375	2322	1340	3033	1740	1236	2213	2826	1589	1914	3194
"ENSG00000203883.6"	1623	1492	511	765	306	541	1250	1205	1319	283	402
"ENSG00000203886.4"	26	21	8	35	41	2	8	33	15	32	17
"ENSG00000203896.9"	495	578	266	578	545	403	543	400	650	545	582
"ENSG00000203897.3"	2	1	1	5	2	1	2	2	0	1	1
"ENSG00000203900.2"	0	1	0	1	0	0	0	0	0	0	0
"ENSG00000203907.9"	6	4	2	9	2	0	4	3	4	11	2
"ENSG00000203908.3"	2	1	3	1	7	0	0	3	0	5	0
"ENSG00000203909.3"	1	1	0	0	0	0	0	0	0	0	0
"ENSG00000203910.8"	6	2	2	2	2	0	1	2	3	1	4
"ENSG00000203914.4"	1	5	3	2	5	1	4	2	3	3	1
"ENSG00000203923.4"	0	0	0	0	0	0	0	1	1	0	0
"ENSG00000203926.4"	0	0	0	0	0	0	0	2	0	0	1
"ENSG00000203930.10"	22	15	2	11	36	1	15	13	9	24	3
"ENSG00000203933.2"	2	1	1	0	0	0	0	0	1	0	1
"ENSG00000203942.4"	6	1	6	5	7	3	2	2	6	6	2
"ENSG00000203943.8"	17	15	4	31	7	18	39	19	12	8	47
"ENSG00000203950.6"	2064	1736	1044	1549	1972	1119	1331	1899	1618	1785	1169
"ENSG00000203952.9"	18	12	6	51	5	9	44	17	22	2	74
"ENSG00000203963.11"	0	2	1	11	0	0	2	0	0	0	37
"ENSG00000203965.12"	354	376	199	296	307	168	319	330	394	261	313
"ENSG00000203970.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000203971.1"	1	0	0	0	0	0	3	1	0	1	1
"ENSG00000203972.9"	0	0	0	0	0	0	0	0	0	0	0
