"SRR1088832"	"SRR1096057"	"SRR1075223"	"SRR1077239"	"SRR1097035"	"SRR1097574"	"SRR1343393"	"SRR1089562"	"SRR1096876"	"SRR1089833"	"SRR1098612"
"ENSG00000252086.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252087.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252089.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252091.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000252094.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252096.1"	2	1	1	1	2	1	0	1	0	1	0
"ENSG00000252097.1"	0	0	0	1	0	0	0	4	0	0	0
"ENSG00000252098.1"	0	0	0	0	0	0	0	2	0	2	0
"ENSG00000252101.2"	1	0	0	0	0	0	0	0	0	1	0
"ENSG00000252103.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000252104.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252105.1"	0	1	1	4	1	1	2	2	1	1	3
"ENSG00000252106.2"	5	10	3	5	5	4	5	3	7	5	6
"ENSG00000252107.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252108.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252112.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252113.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252115.1"	2	5	1	2	1	2	2	3	5	6	1
"ENSG00000252116.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252117.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252118.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252119.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252121.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252122.1"	0	0	0	0	0	1	0	0	0	0	1
"ENSG00000252125.1"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000252126.2"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000252128.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252129.1"	0	0	1	0	0	5	0	0	0	0	0
"ENSG00000252130.1"	0	0	0	1	0	1	0	0	0	0	0
"ENSG00000252132.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000252133.1"	0	0	0	0	0	2	0	0	0	0	0
"ENSG00000252135.1"	2	0	0	1	0	0	0	0	0	0	4
"ENSG00000252136.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252137.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252138.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252139.1"	2	4	3	3	6	1	1	0	5	4	3
"ENSG00000252141.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252143.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252145.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252147.1"	2	1	4	3	1	0	1	2	1	1	1
"ENSG00000252148.1"	1	1	0	0	0	0	0	0	0	0	0
"ENSG00000252149.1"	4	2	1	3	1	3	1	3	2	3	4
"ENSG00000252151.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252153.1"	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000252155.1"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000252156.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252157.1"	1	0	0	0	0	1	1	0	0	1	0
"ENSG00000252158.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252161.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252162.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252163.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252164.1"	0	2	2	0	0	0	1	0	0	0	0
"ENSG00000252166.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252167.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252169.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252170.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252171.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000252172.1"	2	0	1	2	0	0	0	1	0	0	1
"ENSG00000252173.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252174.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252178.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252179.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252182.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252183.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252184.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252185.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252186.1"	0	0	0	0	0	0	0	1	0	0	1
"ENSG00000252188.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252190.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252191.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252192.1"	0	2	0	2	1	2	1	0	1	1	1
"ENSG00000252193.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252198.1"	0	1	0	0	0	0	0	0	1	1	1
"ENSG00000252199.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252200.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252202.1"	1	4	0	5	5	2	1	2	2	9	5
"ENSG00000252204.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252205.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252206.1"	3	1	1	4	3	1	1	2	1	1	1
"ENSG00000252207.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252209.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252210.1"	1	1	0	1	0	1	0	1	0	0	1
"ENSG00000252211.1"	0	0	0	0	1	0	1	1	0	1	1
"ENSG00000252212.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000252213.1"	0	0	1	1	0	2	0	0	0	0	0
"ENSG00000252214.1"	0	0	0	0	3	0	0	0	0	1	0
"ENSG00000252217.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252218.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000252219.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252220.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252222.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252223.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252224.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000252225.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252228.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252230.1"	0	0	0	0	0	1	1	0	1	0	0
"ENSG00000252231.1"	1	0	0	0	0	1	0	0	0	1	0
"ENSG00000252233.1"	0	0	0	0	1	1	0	0	0	1	0
"ENSG00000252236.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000252237.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252238.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252242.1"	0	0	0	0	0	4	0	0	0	0	0
"ENSG00000252243.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252244.1"	0	2	0	1	1	0	0	1	0	0	2
"ENSG00000252246.1"	0	0	0	0	0	0	0	0	1	1	0
"ENSG00000252247.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252249.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252250.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252252.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252254.1"	2	2	0	0	0	0	0	0	0	2	1
"ENSG00000252255.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000252257.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252258.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252259.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252260.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252261.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000252262.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000252263.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252264.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252266.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252267.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252268.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252269.1"	0	0	0	0	0	1	0	1	0	0	0
"ENSG00000252271.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252272.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252273.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252274.1"	1	1	2	1	1	3	0	1	1	1	1
"ENSG00000252275.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252277.1"	1	0	0	0	0	0	0	0	0	1	0
"ENSG00000252279.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000252282.1"	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000252283.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252284.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252287.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252288.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252289.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252290.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252291.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252292.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252294.1"	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000252296.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252297.1"	0	0	0	0	1	1	0	1	0	0	0
"ENSG00000252301.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252302.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252305.1"	0	0	0	0	0	0	0	1	1	0	0
"ENSG00000252307.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252311.1"	4	5	5	5	13	5	4	7	7	6	5
"ENSG00000252312.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252313.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252315.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252316.1"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000252317.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252319.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252320.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252321.1"	1	0	0	0	0	0	0	0	0	1	0
"ENSG00000252322.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252323.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252325.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252326.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252328.1"	2	1	0	1	0	1	1	3	1	0	2
"ENSG00000252329.1"	0	0	1	1	0	0	0	0	0	0	0
"ENSG00000252332.1"	0	0	1	0	0	1	0	0	0	0	0
"ENSG00000252333.1"	0	1	1	0	0	0	0	0	0	1	0
"ENSG00000252334.1"	0	0	1	0	0	1	0	0	1	0	1
"ENSG00000252335.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000252336.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252337.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252338.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252339.1"	0	0	0	1	0	0	0	0	0	0	1
"ENSG00000252341.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252342.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252343.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252346.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252347.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252348.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252349.1"	2	0	2	1	6	2	1	1	1	6	1
"ENSG00000252350.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252351.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252352.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252353.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252355.1"	5	5	8	8	10	7	7	10	4	12	8
"ENSG00000252357.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252358.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252361.1"	0	1	2	1	1	2	0	1	1	0	0
"ENSG00000252362.1"	0	0	0	0	0	0	0	1	0	0	1
"ENSG00000252363.1"	0	0	1	0	1	0	0	0	1	1	0
"ENSG00000252364.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252366.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252367.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252368.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252369.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252370.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252371.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252373.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000252374.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252376.1"	0	0	0	0	1	0	0	0	1	0	0
"ENSG00000252377.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252383.1"	0	0	1	0	0	0	1	0	0	2	0
"ENSG00000252385.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252386.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252390.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252391.1"	1	0	1	0	3	4	0	1	0	1	1
"ENSG00000252393.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252395.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252396.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000252397.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252398.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252400.1"	0	2	0	0	0	0	0	0	0	0	0
"ENSG00000252401.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252404.1"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000252407.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252408.1"	0	0	0	0	0	1	0	0	1	1	0
"ENSG00000252409.1"	1	0	1	0	0	0	0	1	1	0	1
"ENSG00000252410.1"	3	1	0	0	0	0	1	0	0	0	1
"ENSG00000252411.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252412.1"	2	2	1	3	2	3	1	1	0	0	3
"ENSG00000252413.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252414.1"	1	1	1	2	2	1	1	1	4	3	2
"ENSG00000252415.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252416.1"	7	2	0	1	0	0	1	1	1	0	2
"ENSG00000252417.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252420.1"	0	1	0	0	0	1	0	0	0	0	0
"ENSG00000252421.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252422.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252423.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252424.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252425.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252426.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252427.1"	0	1	0	0	1	1	1	0	1	2	0
"ENSG00000252428.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252429.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252431.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252433.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252436.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252437.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252438.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252441.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252443.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252444.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252446.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252448.1"	1	0	0	2	2	0	1	0	0	2	2
"ENSG00000252449.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252450.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252451.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000252452.1"	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000252454.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252456.1"	0	1	1	1	2	1	0	1	0	0	1
"ENSG00000252457.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252458.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252459.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252460.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252461.1"	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000252462.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252464.1"	71	29	27	44	8	5	34	65	27	7	59
"ENSG00000252466.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252467.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252468.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252469.1"	1	0	0	0	0	0	1	0	0	0	1
"ENSG00000252470.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252472.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252473.1"	5	0	1	3	0	0	1	4	0	5	2
"ENSG00000252474.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252475.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252479.1"	1	1	1	0	1	0	1	0	0	1	0
"ENSG00000252480.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252481.1"	18	31	21	40	60	13	24	24	21	50	29
"ENSG00000252482.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252483.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252484.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252485.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000252486.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252487.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252489.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252490.1"	2	0	0	0	0	0	0	1	0	0	1
"ENSG00000252491.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252494.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000252496.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252497.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252498.1"	16	4	3	6	9	1	9	14	5	7	9
"ENSG00000252499.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252501.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252503.1"	3	0	1	1	0	1	1	0	1	0	1
"ENSG00000252505.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252506.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252507.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252508.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252509.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252510.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252512.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252513.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252514.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252515.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252516.1"	7	3	2	3	0	1	0	3	3	0	2
"ENSG00000252517.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252519.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252521.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252523.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000252524.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252526.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252530.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252532.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252533.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252534.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252535.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252537.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252539.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000252540.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252542.1"	16	21	25	15	19	23	9	19	27	24	13
"ENSG00000252544.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252545.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252546.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252548.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252549.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252550.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252552.1"	0	1	0	0	0	0	1	1	0	0	0
"ENSG00000252553.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252554.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252555.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252556.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252558.1"	64	30	45	67	54	26	34	27	24	39	46
"ENSG00000252560.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252561.1"	2	3	1	1	0	3	2	1	2	1	0
"ENSG00000252562.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252563.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252568.1"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000252569.1"	2	0	1	1	1	0	1	1	1	0	0
"ENSG00000252574.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252577.1"	1	0	0	0	1	0	1	0	0	0	0
"ENSG00000252578.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252580.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252581.1"	3	3	0	1	8	3	2	5	3	4	2
"ENSG00000252582.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252583.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252585.1"	0	2	0	0	1	1	1	0	0	2	2
"ENSG00000252587.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252590.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252591.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252593.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252594.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252595.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252597.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252598.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252599.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252601.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252603.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252604.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252606.1"	0	0	1	0	0	0	1	0	0	0	0
"ENSG00000252607.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252608.1"	0	0	0	1	0	0	1	1	0	1	0
"ENSG00000252611.1"	1	0	0	0	0	1	0	1	0	0	0
"ENSG00000252612.1"	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000252614.1"	1	1	0	1	6	1	2	0	2	6	0
"ENSG00000252615.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000252618.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000252619.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000252620.1"	3	1	2	3	4	6	1	3	1	3	2
"ENSG00000252621.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252622.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252623.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252624.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252625.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252626.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252627.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252628.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252633.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252634.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252635.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252636.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252637.1"	0	1	0	1	0	1	0	0	0	2	0
"ENSG00000252639.1"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000252640.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252641.2"	2	0	2	1	0	1	3	1	1	1	1
"ENSG00000252642.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252643.1"	1	0	3	2	1	1	0	3	2	4	1
"ENSG00000252644.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252645.1"	33	26	14	25	20	13	23	24	24	33	17
"ENSG00000252647.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252649.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252650.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252651.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252652.1"	1	1	0	0	2	3	2	0	0	0	1
"ENSG00000252653.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252654.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252655.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252656.1"	0	1	0	0	0	0	2	0	0	0	1
"ENSG00000252657.1"	0	0	1	0	0	0	0	0	0	1	0
"ENSG00000252658.1"	0	0	0	1	1	0	0	1	0	1	0
"ENSG00000252659.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000252660.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252661.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000252667.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252671.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000252673.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252674.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252677.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000252680.1"	1	2	0	3	3	1	6	2	2	5	3
"ENSG00000252681.1"	0	0	0	0	0	0	0	0	0	0	0
