	T1	T2	smtsd	lib_size
SRR1446375	12.043605	30.985767	Adipose - Subcutaneous	175335.53602014654
SRR1373746	6.1673646	27.013042	Adipose - Subcutaneous	182025.53444170917
SRR1415316	7.925525	24.459816	Adipose - Subcutaneous	182418.05774017752
SRR656059	17.363592	27.982521	Adipose - Subcutaneous	175565.0176965801
SRR2166459	2.7782304	18.723907	Adipose - Subcutaneous	193993.41007988772
SRR1387921	6.011286	29.318266	Adipose - Subcutaneous	178302.12108987686
SRR615431	16.82813	29.519949	Adipose - Subcutaneous	174255.40910105626
SRR1500472	10.480588	23.634026	Adipose - Subcutaneous	184500.62095227567
SRR613533	-29.542067	15.31928	Adipose - Subcutaneous	148939.84883951885
SRR1093148	18.996275	37.260624	Adipose - Subcutaneous	165543.6160938518
SRR1488899	10.172861	27.756268	Adipose - Subcutaneous	174864.73303717066
SRR1338031	5.7574477	28.16597	Adipose - Subcutaneous	177155.6736440374
SRR615874	18.31456	37.359955	Adipose - Subcutaneous	162542.679787117
SRR1431037	17.00866	27.748945	Adipose - Subcutaneous	177088.61054094983
SRR1332443	5.029055	28.74739	Adipose - Subcutaneous	178867.32493339776
SRR1355172	8.962097	29.426273	Adipose - Subcutaneous	175780.57448954927
SRR815869	18.122894	27.16334	Adipose - Subcutaneous	177815.7401245757
SRR659212	7.17286	31.152424	Adipose - Subcutaneous	175055.69981034216
SRR1413436	8.015588	24.116615	Adipose - Subcutaneous	186060.02980977623
SRR1349121	7.3453794	28.159048	Adipose - Subcutaneous	179923.4371475808
SRR1394695	24.164326	26.92438	Adipose - Visceral (Omentum)	171122.92219849958
SRR1485931	31.162216	21.559574	Adipose - Visceral (Omentum)	166754.54244366958
SRR655206	21.715221	36.86482	Adipose - Visceral (Omentum)	165889.63160353713
SRR1469145	21.762775	22.09479	Adipose - Visceral (Omentum)	177264.89541768335
SRR1469124	27.063198	16.668858	Adipose - Visceral (Omentum)	171703.06201421842
SRR1375351	29.181519	25.888062	Adipose - Visceral (Omentum)	165474.13398041076
SRR1402285	21.833422	15.116009	Adipose - Visceral (Omentum)	185679.05538665666
SRR1471795	28.497433	25.19695	Adipose - Visceral (Omentum)	169698.6895105953
SRR1479616	26.839855	24.004007	Adipose - Visceral (Omentum)	175273.61405709275
SRR1377696	29.331976	18.11232	Adipose - Visceral (Omentum)	164759.6678015626
SRR1311486	27.793083	26.85553	Adipose - Visceral (Omentum)	173532.07306745986
SRR1407112	23.103136	14.326675	Adipose - Visceral (Omentum)	179959.21039946302
SRR1401252	21.876717	16.855513	Adipose - Visceral (Omentum)	181922.87709431624
SRR1405617	25.667938	25.866903	Adipose - Visceral (Omentum)	177072.4567486304
SRR1089619	20.627714	21.093674	Adipose - Visceral (Omentum)	178462.42959656208
SRR1342067	27.143238	16.68448	Adipose - Visceral (Omentum)	173120.9588811082
SRR1326205	24.6743	16.907171	Adipose - Visceral (Omentum)	174308.37214189724
SRR1467656	23.543373	24.334667	Adipose - Visceral (Omentum)	178306.33399007213
SRR1473058	27.192575	22.152277	Adipose - Visceral (Omentum)	169690.31267387822
SRR1458552	24.097605	17.0667	Adipose - Visceral (Omentum)	176043.63758744264
SRR1367920	19.400043	16.121778	Adipose - Visceral (Omentum)	182906.85802606604
SRR1377599	19.452637	16.091768	Adipose - Visceral (Omentum)	180831.46003426504
SRR1485830	26.219772	15.730647	Adipose - Visceral (Omentum)	172629.07249408934
SRR1447962	20.918732	24.196638	Adipose - Visceral (Omentum)	181946.75239952243
SRR1369070	26.846922	26.413694	Adipose - Visceral (Omentum)	168731.90325197915
SRR1317631	23.062075	13.186227	Adipose - Visceral (Omentum)	174849.5022696071
SRR1445655	25.051945	17.473997	Adipose - Visceral (Omentum)	174530.03833362547
SRR808196	15.655623	16.91941	Adipose - Visceral (Omentum)	190769.05795362237
SRR1466792	24.51703	27.013334	Adipose - Visceral (Omentum)	172080.25450318147
SRR1452246	23.373457	26.974653	Adipose - Visceral (Omentum)	174869.40356043668
SRR1395533	29.75855	26.275002	Adipose - Visceral (Omentum)	165614.68723943667
SRR1432629	26.001219	24.194574	Adipose - Visceral (Omentum)	175766.37647856836
SRR1349363	30.601116	26.59796	Adipose - Visceral (Omentum)	165115.8336773776
SRR1432611	28.668734	27.165052	Adipose - Visceral (Omentum)	167556.34507365464
SRR1486845	23.953852	15.749444	Adipose - Visceral (Omentum)	176966.22986402136
SRR1418085	26.98001	16.106155	Adipose - Visceral (Omentum)	173591.01557186714
SRR1101085	25.752567	16.723026	Adipose - Visceral (Omentum)	176878.08086065185
SRR1333485	26.232958	16.50793	Adipose - Visceral (Omentum)	172190.7931078268
SRR1356101	28.187428	28.323915	Adipose - Visceral (Omentum)	165756.29607321485
SRR1409465	27.413868	26.348507	Adipose - Visceral (Omentum)	168615.83150355433
SRR1083918	27.738237	24.197819	Adipose - Visceral (Omentum)	172566.72364351424
SRR1471755	24.746044	23.809334	Adipose - Visceral (Omentum)	179928.42872560225
SRR813584	17.445274	19.306355	Adipose - Visceral (Omentum)	192085.31398274787
SRR1365894	23.560566	18.640911	Adipose - Visceral (Omentum)	174432.98483577862
SRR808566	22.212807	21.745865	Adipose - Visceral (Omentum)	181116.36877049424
SRR1375699	25.210888	23.310997	Adipose - Visceral (Omentum)	174471.53584932376
SRR1488939	29.752249	28.057198	Adipose - Visceral (Omentum)	172321.47383626498
SRR1320517	22.937363	15.425326	Adipose - Visceral (Omentum)	181612.6338056811
SRR1333395	22.59438	17.881483	Adipose - Visceral (Omentum)	173815.54316429328
SRR1485870	23.209875	18.687572	Adipose - Visceral (Omentum)	178137.87899498906
SRR1360478	28.203636	26.089964	Adipose - Visceral (Omentum)	167302.65400111594
SRR1467102	21.773266	31.899014	Adipose - Visceral (Omentum)	171456.0209765762
SRR1481419	27.726744	26.046976	Adipose - Visceral (Omentum)	170105.50541288033
SRR1315165	23.690674	14.673321	Adipose - Visceral (Omentum)	177931.50368906013
SRR816475	19.51891	19.196619	Adipose - Visceral (Omentum)	185164.04318301313
SRR1391856	19.772602	21.843174	Adipose - Visceral (Omentum)	179614.35649507795
SRR1404909	25.421423	18.035847	Adipose - Visceral (Omentum)	175603.2233518433
SRR660224	29.799894	28.47771	Adipose - Visceral (Omentum)	165824.1700070944
SRR1498595	28.54006	17.792734	Adipose - Visceral (Omentum)	170469.37935955843
SRR1433232	25.76601	25.879044	Adipose - Visceral (Omentum)	177136.85779477807
SRR1349911	22.252258	17.009144	Adipose - Visceral (Omentum)	181176.91427526303
SRR811748	16.044825	20.29367	Adipose - Visceral (Omentum)	185837.0222740413
SRR1099622	22.087189	23.873842	Adipose - Visceral (Omentum)	176722.77070520385
SRR1430270	23.800097	15.357237	Adipose - Visceral (Omentum)	180056.75712752505
SRR1467316	25.056952	24.732716	Adipose - Visceral (Omentum)	181277.50727414034
SRR1382851	20.760254	20.440994	Adipose - Visceral (Omentum)	180468.06566190792
SRR1499935	25.692553	16.747118	Adipose - Visceral (Omentum)	175054.58898480958
SRR1414916	21.45101	18.684467	Adipose - Visceral (Omentum)	178697.15917046886
SRR1410866	29.467653	25.22645	Adipose - Visceral (Omentum)	163929.7583767058
SRR1470459	26.80598	28.398287	Adipose - Visceral (Omentum)	172803.45699927665
SRR1381288	27.121784	26.40064	Adipose - Visceral (Omentum)	171119.46700745221
SRR1467745	21.814743	21.707468	Adipose - Visceral (Omentum)	181463.356354655
SRR1347772	25.6969	25.833296	Adipose - Visceral (Omentum)	177000.53158983213
SRR1356468	8.33438	32.276413	Adipose - Visceral (Omentum)	175623.85098945844
SRR1355085	27.423725	14.780305	Adipose - Visceral (Omentum)	172068.55310239547
SRR1329027	27.2111	26.63035	Adipose - Visceral (Omentum)	170540.89325558904
SRR1413284	26.086622	14.570865	Adipose - Visceral (Omentum)	177674.8030267713
SRR1417632	29.178413	18.01854	Adipose - Visceral (Omentum)	171085.83202932886
SRR1334814	21.853714	21.858955	Adipose - Visceral (Omentum)	182656.82297322652
SRR809987	26.729052	14.67272	Adipose - Visceral (Omentum)	173373.23767027847
SRR1431781	26.07898	16.697819	Adipose - Visceral (Omentum)	173278.17883765185
SRR1421327	19.008163	17.289324	Adipose - Visceral (Omentum)	187330.61653375515
SRR1350153	29.01958	25.746782	Adipose - Visceral (Omentum)	165088.33963633346
SRR1332648	27.148432	16.245358	Adipose - Visceral (Omentum)	171082.6365434845
SRR1430910	12.968203	32.643166	Adipose - Visceral (Omentum)	174158.2857108488
SRR1485631	27.60193	16.811522	Adipose - Visceral (Omentum)	168948.9304416302
SRR1464642	28.876894	20.215618	Adipose - Visceral (Omentum)	174512.9380881393
SRR1485416	18.865902	18.852633	Adipose - Visceral (Omentum)	187938.40867760556
SRR1416578	15.70123	16.867065	Adipose - Visceral (Omentum)	190624.31294488572
SRR1469413	28.502804	28.20055	Adipose - Visceral (Omentum)	165780.51486469025
SRR1340221	26.153095	14.768308	Adipose - Visceral (Omentum)	174627.45980921114
SRR1396294	22.33161	13.093744	Adipose - Visceral (Omentum)	177631.07170690584
SRR1419539	21.4516	36.21048	Adipose - Visceral (Omentum)	166578.29660577473
SRR1394836	19.210823	20.806408	Adipose - Visceral (Omentum)	183700.13385509583
SRR810295	16.54249	20.676258	Adipose - Visceral (Omentum)	185039.52031521502
SRR816177	17.53384	19.348969	Adipose - Visceral (Omentum)	190455.4354891377
SRR1313583	20.60843	14.096771	Adipose - Visceral (Omentum)	184116.2562998752
SRR1351212	21.062113	14.969909	Adipose - Visceral (Omentum)	187465.38608566218
SRR1403154	22.979265	14.986711	Adipose - Visceral (Omentum)	181893.39389124548
SRR1489648	23.672535	17.728277	Adipose - Visceral (Omentum)	176765.4045445444
SRR1486195	23.110287	25.354551	Adipose - Visceral (Omentum)	174530.8149821281
SRR1333308	23.598383	17.129898	Adipose - Visceral (Omentum)	179303.63636757561
SRR1380208	18.894754	17.269974	Adipose - Visceral (Omentum)	183790.22827219835
SRR1401990	21.93895	14.269067	Adipose - Visceral (Omentum)	182618.22316969646
SRR1440898	24.694254	24.194117	Adipose - Visceral (Omentum)	179266.20192685892
SRR1374608	22.07514	36.359665	Adipose - Visceral (Omentum)	169812.8448086418
SRR1470193	24.048397	17.279303	Adipose - Visceral (Omentum)	174078.76478285145
SRR1379065	27.234455	16.374876	Adipose - Visceral (Omentum)	174985.89002674588
SRR1098712	8.747712	28.589674	Adipose - Visceral (Omentum)	178897.65610568278
SRR1308650	22.362904	25.403086	Adipose - Visceral (Omentum)	174606.6393649153
SRR1362081	28.567999	26.871164	Adipose - Visceral (Omentum)	165557.50115769138
SRR1429603	21.440275	18.612246	Adipose - Visceral (Omentum)	182781.57234624377
SRR661699	11.725247	19.0827	Adipose - Visceral (Omentum)	175710.45357335822
SRR1348378	26.84657	22.00434	Adipose - Visceral (Omentum)	173130.72094919498
SRR1446627	26.658278	26.448593	Adipose - Visceral (Omentum)	172777.20885749816
SRR1081209	30.020494	26.606987	Adipose - Visceral (Omentum)	161983.87082764093
SRR1406437	21.937153	36.22022	Adipose - Visceral (Omentum)	169765.01078242503
SRR1354117	22.39501	26.754618	Adipose - Visceral (Omentum)	173907.0580149485
SRR1333953	21.287395	24.496788	Adipose - Visceral (Omentum)	177413.71084975268
SRR1312310	27.738102	25.355242	Adipose - Visceral (Omentum)	171316.64051913883
SRR1447238	24.841461	14.170791	Adipose - Visceral (Omentum)	179444.14513730034
SRR1353710	22.70258	17.32776	Adipose - Visceral (Omentum)	177015.62460353263
SRR1375248	21.073668	28.559986	Adipose - Visceral (Omentum)	172407.391970572
SRR1456138	26.475313	25.310938	Adipose - Visceral (Omentum)	175745.63127056338
SRR1476525	27.78008	26.120487	Adipose - Visceral (Omentum)	170151.677965365
SRR1340486	23.60005	14.708984	Adipose - Visceral (Omentum)	179210.339530946
SRR1433193	25.127203	13.654514	Adipose - Visceral (Omentum)	178548.5816172242
SRR1377820	24.101974	14.066895	Adipose - Visceral (Omentum)	177872.44556048352
SRR1394734	27.838045	24.129356	Adipose - Visceral (Omentum)	172373.33356292074
SRR1429408	19.956715	20.661356	Adipose - Visceral (Omentum)	183816.41448951242
SRR1326143	23.966198	15.249708	Adipose - Visceral (Omentum)	180501.73627044063
SRR1308882	25.332188	16.21164	Adipose - Visceral (Omentum)	177453.21528311906
SRR1378109	24.249294	15.137097	Adipose - Visceral (Omentum)	177549.64311985634
SRR1309680	25.990961	24.169346	Adipose - Visceral (Omentum)	178352.27677811985
SRR655265	-29.472675	16.686167	Adipose - Visceral (Omentum)	155198.88974257425
SRR1392774	19.848875	21.062847	Adipose - Visceral (Omentum)	179297.61994350463
SRR1419385	29.344828	26.254784	Adipose - Visceral (Omentum)	165009.81724771837
SRR1370850	27.628927	23.810143	Adipose - Visceral (Omentum)	176403.2860350468
SRR1480854	19.11892	16.979681	Adipose - Visceral (Omentum)	186995.21297827395
SRR1414139	28.919548	28.402073	Adipose - Visceral (Omentum)	167078.3776862601
SRR1369129	23.33263	15.338274	Adipose - Visceral (Omentum)	181045.32471744023
SRR1316982	21.875473	32.598408	Adipose - Visceral (Omentum)	166164.11533787567
SRR1346909	24.448427	14.646146	Adipose - Visceral (Omentum)	179867.31882805575
SRR1430591	25.807188	16.39418	Adipose - Visceral (Omentum)	175567.71090014832
SRR663729	26.1192	13.556738	Adipose - Visceral (Omentum)	173785.59756742374
SRR1393596	20.851048	19.956242	Adipose - Visceral (Omentum)	183011.35760304786
SRR1500891	28.169878	17.081127	Adipose - Visceral (Omentum)	170838.24360302548
SRR1478251	23.0209	15.080605	Adipose - Visceral (Omentum)	179952.91490260194
SRR1387013	20.978222	22.213451	Adipose - Visceral (Omentum)	179280.46474548997
SRR1361326	28.376907	23.99171	Adipose - Visceral (Omentum)	171969.3489029158
SRR1083752	26.766592	21.904652	Adipose - Visceral (Omentum)	172219.05939466046
SRR1322840	22.583902	16.276869	Adipose - Visceral (Omentum)	181409.9683766506
SRR1368692	26.569206	22.02104	Adipose - Visceral (Omentum)	172404.4516434604
SRR1309032	27.508846	27.483864	Adipose - Visceral (Omentum)	171217.87347239399
SRR819610	16.962383	19.261023	Adipose - Visceral (Omentum)	192059.72981042851
SRR1070713	20.40853	21.84947	Adipose - Visceral (Omentum)	179685.03583189705
SRR1361093	29.955542	26.569298	Adipose - Visceral (Omentum)	165851.77010520306
SRR1446481	28.692034	26.388899	Adipose - Visceral (Omentum)	169467.16465766146
SRR1337010	23.198315	26.861906	Adipose - Visceral (Omentum)	177784.73313433118
SRR1343302	24.460144	14.963172	Adipose - Visceral (Omentum)	177389.49003927072
SRR1432085	28.730722	27.986732	Adipose - Visceral (Omentum)	168510.14904894345
SRR1398074	24.731995	14.940666	Adipose - Visceral (Omentum)	174484.95871925412
SRR1091302	27.137693	18.406246	Adipose - Visceral (Omentum)	167193.66959243413
SRR1344346	25.032402	23.975409	Adipose - Visceral (Omentum)	175581.56930691062
SRR810665	16.59728	20.700611	Adipose - Visceral (Omentum)	185388.79338889362
SRR1384776	22.500118	14.994887	Adipose - Visceral (Omentum)	184194.88056118396
SRR1490721	19.11419	17.432943	Adipose - Visceral (Omentum)	181406.67529402976
SRR1444203	26.091927	15.229599	Adipose - Visceral (Omentum)	174039.88983447792
SRR1341480	18.758282	18.753809	Adipose - Visceral (Omentum)	189074.9971424327
SRR1385389	22.752062	15.084672	Adipose - Visceral (Omentum)	183379.7097172976
SRR1323577	21.814388	22.243553	Adipose - Visceral (Omentum)	182273.23750621406
SRR1466534	28.60613	25.078356	Adipose - Visceral (Omentum)	168577.79420822958
SRR1346689	28.453415	17.195837	Adipose - Visceral (Omentum)	170128.71788196085
SRR1418628	27.131868	25.459911	Adipose - Visceral (Omentum)	173974.5616963256
SRR1098567	27.929054	27.657251	Adipose - Visceral (Omentum)	168695.31378460507
SRR1392943	20.32919	17.560326	Adipose - Visceral (Omentum)	180664.76478266896
SRR1444324	22.422096	26.793314	Adipose - Visceral (Omentum)	180169.6587902463
SRR1490138	24.88134	15.70474	Adipose - Visceral (Omentum)	177452.89458399324
SRR1094457	22.729532	15.16783	Adipose - Visceral (Omentum)	183306.46899714787
SRR1388145	22.713045	23.422237	Adipose - Visceral (Omentum)	179737.9249634297
SRR1392676	26.377693	26.445755	Adipose - Visceral (Omentum)	173124.61855465773
SRR1338836	26.83786	26.204086	Adipose - Visceral (Omentum)	172211.82013032693
SRR1309963	24.665314	15.159519	Adipose - Visceral (Omentum)	178827.8590623466
SRR811697	16.152409	20.460155	Adipose - Visceral (Omentum)	185930.971410597
SRR1479955	26.563974	25.338337	Adipose - Visceral (Omentum)	172611.6463499724
SRR1377777	26.010132	25.342436	Adipose - Visceral (Omentum)	177410.77641117916
SRR1441679	28.170265	26.696375	Adipose - Visceral (Omentum)	166370.5603346005
SRR1383907	26.59953	17.603907	Adipose - Visceral (Omentum)	173475.0028695257
SRR1324085	19.596443	19.07082	Adipose - Visceral (Omentum)	188634.8256872039
SRR1434712	20.7993	17.141666	Adipose - Visceral (Omentum)	178734.77915971793
SRR1419692	23.810656	13.433459	Adipose - Visceral (Omentum)	180054.5868874408
SRR1370551	23.349089	25.54438	Adipose - Visceral (Omentum)	176346.46149885503
SRR1337449	28.044119	27.189684	Adipose - Visceral (Omentum)	170232.54251744936
SRR1415637	26.284094	27.502197	Adipose - Visceral (Omentum)	176184.90242601515
SRR1440161	23.113401	26.143229	Adipose - Visceral (Omentum)	174596.61216284003
SRR1480813	27.462442	24.755404	Adipose - Visceral (Omentum)	174299.6591241446
SRR1499303	28.348204	17.747395	Adipose - Visceral (Omentum)	167340.6538564586
SRR1345914	29.457123	28.088198	Adipose - Visceral (Omentum)	168894.81460059425
SRR1309248	28.949286	17.172262	Adipose - Visceral (Omentum)	167362.98922018695
SRR1470420	28.720633	27.40664	Adipose - Visceral (Omentum)	165488.73697163395
SRR1465230	24.625584	15.878578	Adipose - Visceral (Omentum)	175741.00787790236
SRR1477906	23.600483	17.927908	Adipose - Visceral (Omentum)	171969.43644623627
SRR1500342	24.820126	14.285826	Adipose - Visceral (Omentum)	178042.7073731267
SRR1446738	20.135328	20.731222	Adipose - Visceral (Omentum)	184475.22783690298
SRR1437622	28.760283	24.549929	Adipose - Visceral (Omentum)	165544.37180443475
SRR662186	24.299011	28.62885	Adipose - Visceral (Omentum)	165338.98099559965
SRR1486538	27.769053	16.075949	Adipose - Visceral (Omentum)	173879.81875886864
SRR1379198	26.564615	15.42256	Adipose - Visceral (Omentum)	175527.67275082896
SRR1470534	25.199816	15.254049	Adipose - Visceral (Omentum)	176385.23415810365
SRR1316320	19.804218	23.19425	Adipose - Visceral (Omentum)	176524.85643469015
SRR1455586	20.699013	24.930403	Adipose - Visceral (Omentum)	178166.72972797434
SRR1415379	21.782192	15.633447	Adipose - Visceral (Omentum)	178591.9859524145
SRR1489246	29.77871	24.4033	Adipose - Visceral (Omentum)	165644.2288092392
SRR1362755	26.65204	15.125648	Adipose - Visceral (Omentum)	172744.88882185012
SRR1347259	21.716965	17.46979	Adipose - Visceral (Omentum)	182459.08890758772
SRR1328845	22.96291	13.3688965	Adipose - Visceral (Omentum)	176488.45609417354
SRR1442422	24.469524	15.934462	Adipose - Visceral (Omentum)	177970.6713762328
SRR1417809	21.656096	16.107775	Adipose - Visceral (Omentum)	180112.6942270689
SRR1407671	29.951197	27.532263	Adipose - Visceral (Omentum)	168043.45654030947
SRR1368874	25.958233	26.769459	Adipose - Visceral (Omentum)	169689.74959891633
SRR1456185	24.329308	23.877846	Adipose - Visceral (Omentum)	177956.48811889408
