	PC1	PC2	smtsd	lib_size
SRR665274	108.95296264987408	-13.040900374460044	Adipose - Subcutaneous	151153.55129822402
SRR1397366	-58.622558425881316	-34.76254914239003	Adipose - Subcutaneous	180521.40875413833
SRR1487340	-46.329098969140915	-28.191901308119615	Adipose - Subcutaneous	180382.77838904335
SRR2164608	-158.62729315118216	-38.4664663753695	Adipose - Subcutaneous	197934.88561010774
SRR1351454	42.06570189520662	-17.673528384927994	Adipose - Subcutaneous	163530.18315787837
SRR608198	-93.4720201600467	-41.82003755470968	Adipose - Subcutaneous	190179.30083389132
SRR1317985	-8.03484286826171	-16.482863705105522	Adipose - Subcutaneous	171930.5372786316
SRR1456229	-5.493115017155889	-28.897578550447957	Adipose - Subcutaneous	170161.5471291286
SRR1446028	-4.459937426716839	-18.32831476582364	Adipose - Subcutaneous	173862.53423269425
SRR813680	-97.62640171138536	-28.97563243498401	Adipose - Subcutaneous	188018.63440351165
SRR818263	-100.77059840373262	-35.929024305211996	Adipose - Subcutaneous	189145.81917584976
SRR617841	-7.40482316488751	-21.644622645239533	Adipose - Subcutaneous	172372.26803008144
SRR1405547	-5.157568166182709	-25.42322275958165	Adipose - Subcutaneous	168622.81649596375
SRR1476447	-29.50579990963572	-29.023041372980558	Adipose - Subcutaneous	176983.86533372017
SRR1474533	-24.105010481682793	-17.578380473713207	Adipose - Subcutaneous	176374.90789502545
SRR809963	-120.1670651755352	-32.0169232888446	Adipose - Subcutaneous	192338.8404122224
SRR658941	-18.895271628768086	-30.971125102292532	Adipose - Subcutaneous	174756.8806846165
SRR1490057	-18.122495139678428	-26.46154172186831	Adipose - Subcutaneous	176969.25653063986
SRR1445259	-4.497509195689409	-40.09943705226015	Adipose - Subcutaneous	170695.85457798344
SRR820448	-95.38620902661393	-29.664362398817094	Adipose - Subcutaneous	189228.5573915447
SRR1454439	18.96861560617372	-25.823333595465765	Adipose - Subcutaneous	166829.77908130054
SRR1351303	-27.4186932160698	-29.89186845101289	Adipose - Subcutaneous	177281.33459557724
SRR1369196	-46.86121501898468	-34.74631196686181	Adipose - Subcutaneous	178464.54820348375
SRR1384395	5.519426131330561	-31.83120067657775	Adipose - Subcutaneous	168953.43362781178
SRR1348402	-14.989873774068963	-27.72492899880932	Adipose - Subcutaneous	171790.4370207006
SRR820755	-92.72755774991005	-36.361636272200876	Adipose - Subcutaneous	187590.20002434924
SRR1414229	-42.74516729669983	-43.67737762819852	Adipose - Subcutaneous	179577.81802672707
SRR1405165	19.720968505898597	-37.66716881082992	Adipose - Subcutaneous	167369.72857779916
SRR612935	-8.738404209989817	-33.40335390682162	Adipose - Subcutaneous	170738.00989452715
SRR661361	-115.23470326670028	-39.58794432381549	Adipose - Subcutaneous	192334.04471846577
SRR1420276	11.231831322253639	-29.357408026969544	Adipose - Subcutaneous	167759.50682642637
SRR1095455	22.156714586109466	-27.542231558159674	Adipose - Subcutaneous	165565.1389146503
SRR1360695	-36.10399946442059	-19.603798305284926	Adipose - Subcutaneous	176046.5824123973
SRR1330588	-29.930478087151066	-36.17472176865703	Adipose - Subcutaneous	174282.46576716323
SRR1331708	-10.882442529481033	-36.19594618101537	Adipose - Subcutaneous	173234.9331433067
SRR1341344	-37.13073239487771	-25.69662741934106	Adipose - Subcutaneous	178311.72444464482
SRR655768	55.47468242734095	-12.046946043082185	Adipose - Subcutaneous	164210.3091684751
SRR1072247	-59.872328920690585	-15.313273842223538	Adipose - Subcutaneous	182690.65259674806
SRR1354315	-23.62469113936814	-33.60171264644788	Adipose - Subcutaneous	173979.8571843952
SRR615778	103.67552281800613	-18.74991479144112	Adipose - Subcutaneous	154809.43097073905
SRR1400910	15.220674040870634	-38.69862314531824	Adipose - Subcutaneous	165589.46753198103
SRR615659	-14.601379291261383	-18.71668697949829	Adipose - Subcutaneous	172340.72299924496
SRR1353309	-37.08534801104699	-33.86732933919136	Adipose - Subcutaneous	175810.58795698182
SRR1401468	-72.27120037315521	-25.630456717212045	Adipose - Subcutaneous	185577.33566099417
SRR1310542	-32.550450533579756	-39.62337275227811	Adipose - Subcutaneous	173631.283405339
SRR1324025	-36.49547796990586	-40.104436048923134	Adipose - Subcutaneous	176902.7500541047
SRR613855	-16.311005221026917	-33.70206581812153	Adipose - Subcutaneous	172495.8766349661
SRR1471477	-41.17318146454165	-23.0767497655659	Adipose - Subcutaneous	179666.3096770093
SRR1444138	-40.120488841910266	-27.34465027819005	Adipose - Subcutaneous	177580.31934591566
SRR1102631	-50.12767301121728	-26.2157837748389	Adipose - Subcutaneous	181462.13360921043
SRR1361174	-23.15280429779679	-35.18383247649859	Adipose - Subcutaneous	173964.479339446
SRR1096712	-11.844644943817894	-37.46509531152692	Adipose - Subcutaneous	170931.48202839782
SRR1388354	-24.22851736777639	-26.256011928364227	Adipose - Subcutaneous	175248.4310666481
SRR1380657	-27.80210589299918	-36.414737730941575	Adipose - Subcutaneous	175508.47399578046
SRR1318796	-47.570607332565395	-42.963485330411714	Adipose - Subcutaneous	176783.36010892258
SRR1362310	-35.559950508103825	-21.27792400318357	Adipose - Subcutaneous	178797.99833392462
SRR1468744	-27.557883242726394	-25.964487274589253	Adipose - Subcutaneous	177064.23213419353
SRR614191	63.27604382075959	-20.44680065854603	Adipose - Subcutaneous	158544.5583002293
SRR1475192	-10.824358975503163	-32.00182298262788	Adipose - Subcutaneous	172407.082747182
SRR1446375	-33.216716807643756	-30.255952173781488	Adipose - Subcutaneous	175335.53602014654
SRR1373746	-54.93791456516625	-25.257722411445247	Adipose - Subcutaneous	182025.53444170917
SRR1415316	-74.82241754206731	-38.232487223234706	Adipose - Subcutaneous	182418.05774017752
SRR656059	-28.56910529790183	-33.82229125544648	Adipose - Subcutaneous	175565.0176965801
SRR2166459	-143.42940005538742	-34.95695447053678	Adipose - Subcutaneous	193993.41007988772
SRR1387921	-46.93953654229177	-22.272080181513015	Adipose - Subcutaneous	178302.12108987686
SRR615431	-26.923662791485494	-26.931858561207825	Adipose - Subcutaneous	174255.40910105626
SRR1500472	-77.14758548430547	-45.95112829645484	Adipose - Subcutaneous	184500.62095227567
SRR613533	117.01530752738779	-16.269427979425746	Adipose - Subcutaneous	148939.84883951885
SRR1093148	35.163832681571456	-24.585443598788252	Adipose - Subcutaneous	165543.6160938518
SRR1488899	-17.843882971369496	-41.886234173014614	Adipose - Subcutaneous	174864.73303717066
SRR1338031	-45.31349122925888	-28.098071939676746	Adipose - Subcutaneous	177155.6736440374
SRR615874	52.525070756646805	-16.533327924859517	Adipose - Subcutaneous	162542.679787117
SRR1431037	-37.57173500043249	-31.547038555977057	Adipose - Subcutaneous	177088.61054094983
SRR1332443	-44.625257405893215	-32.5497960214332	Adipose - Subcutaneous	178867.32493339776
SRR1355172	-35.82340686172865	-19.31198049121178	Adipose - Subcutaneous	175780.57448954927
SRR815869	-48.32523950219359	-31.834943022017622	Adipose - Subcutaneous	177815.7401245757
SRR659212	-27.135974224032395	-15.964304043878837	Adipose - Subcutaneous	175055.69981034216
SRR1413436	-81.33840236748381	-36.22815801131211	Adipose - Subcutaneous	186060.02980977623
SRR1349121	-46.22902821427517	-26.907535083647343	Adipose - Subcutaneous	179923.4371475808
SRR1394695	-2.7994673787479893	-41.592913983705856	Adipose - Visceral (Omentum)	171122.92219849958
SRR1485931	19.711056739938808	-57.22447931978714	Adipose - Visceral (Omentum)	166754.54244366958
SRR655206	32.10649365775597	-9.32241987566373	Adipose - Visceral (Omentum)	165889.63160353713
SRR1469145	-26.67182466420737	-30.270754946275396	Adipose - Visceral (Omentum)	177264.89541768335
SRR1469124	5.783818978634156	-22.029729930947692	Adipose - Visceral (Omentum)	171703.06201421842
SRR1375351	41.81550257240688	-31.139763340524965	Adipose - Visceral (Omentum)	165474.13398041076
SRR1402285	-71.68616726088818	-19.150793114724703	Adipose - Visceral (Omentum)	185679.05538665666
SRR1471795	20.839320500761467	-27.36475001358736	Adipose - Visceral (Omentum)	169698.6895105953
SRR1479616	-6.603021435488833	-23.507365357259804	Adipose - Visceral (Omentum)	175273.61405709275
SRR1377696	52.19368299468403	-41.887763250983326	Adipose - Visceral (Omentum)	164759.6678015626
SRR1311486	3.71556688368951	-37.490691395121445	Adipose - Visceral (Omentum)	173532.07306745986
SRR1407112	-41.220256863320266	-13.717508384196456	Adipose - Visceral (Omentum)	179959.21039946302
SRR1401252	-58.43374586563905	-32.45537263154932	Adipose - Visceral (Omentum)	181922.87709431624
SRR1405617	-18.203337268734074	-44.55538301822782	Adipose - Visceral (Omentum)	177072.4567486304
SRR1089619	-40.94062344912095	-26.60787890015064	Adipose - Visceral (Omentum)	178462.42959656208
SRR1342067	7.127523460952083	-24.205989480798873	Adipose - Visceral (Omentum)	173120.9588811082
SRR1326205	-10.665874227214346	-23.26627537176649	Adipose - Visceral (Omentum)	174308.37214189724
SRR1467656	-35.677788338007446	-35.24822330803135	Adipose - Visceral (Omentum)	178306.33399007213
SRR1473058	9.724141622733312	-23.230134474972846	Adipose - Visceral (Omentum)	169690.31267387822
SRR1458552	-16.329323573829992	-22.410806609396047	Adipose - Visceral (Omentum)	176043.63758744264
SRR1367920	-29.408639666721406	-44.10621590648599	Adipose - Visceral (Omentum)	182906.85802606604
SRR1377599	-29.22472836967619	-39.466397238716574	Adipose - Visceral (Omentum)	180831.46003426504
SRR1485830	-2.9603622987320106	-22.810024928044417	Adipose - Visceral (Omentum)	172629.07249408934
SRR1447962	-57.54892101772026	-37.381265865576665	Adipose - Visceral (Omentum)	181946.75239952243
SRR1369070	24.83812388703375	-37.68480385698768	Adipose - Visceral (Omentum)	168731.90325197915
SRR1317631	-17.455303915208848	-14.14939494575166	Adipose - Visceral (Omentum)	174849.5022696071
SRR1445655	-21.017708167683985	-23.13651145759376	Adipose - Visceral (Omentum)	174530.03833362547
SRR808196	-103.80461062082279	-28.85006803833496	Adipose - Visceral (Omentum)	190769.05795362237
SRR1466792	0.14485472857310455	-33.05401112534774	Adipose - Visceral (Omentum)	172080.25450318147
SRR1452246	-15.397114868937573	-51.07384584219748	Adipose - Visceral (Omentum)	174869.40356043668
SRR1395533	56.24192127151514	-27.754799458883454	Adipose - Visceral (Omentum)	165614.68723943667
SRR1432629	-17.189564811941267	-40.141453694688835	Adipose - Visceral (Omentum)	175766.37647856836
SRR1349363	35.49111294714355	-26.828424197955165	Adipose - Visceral (Omentum)	165115.8336773776
SRR1432611	34.057810166475186	-33.48570703098931	Adipose - Visceral (Omentum)	167556.34507365464
SRR1486845	-29.57462751097161	-23.600423889455858	Adipose - Visceral (Omentum)	176966.22986402136
SRR1418085	-1.6947777157958912	-14.32274678533869	Adipose - Visceral (Omentum)	173591.01557186714
SRR1101085	-19.10073703052538	-28.970891533732406	Adipose - Visceral (Omentum)	176878.08086065185
SRR1333485	-3.31541766593833	-26.924644658976774	Adipose - Visceral (Omentum)	172190.7931078268
SRR1356101	30.87922963665012	-23.917989998535724	Adipose - Visceral (Omentum)	165756.29607321485
SRR1409465	16.6581223767066	-36.25434139612785	Adipose - Visceral (Omentum)	168615.83150355433
SRR1083918	7.6253660757472685	-28.43207272845982	Adipose - Visceral (Omentum)	172566.72364351424
SRR1471755	-31.746119585577826	-31.82400448266391	Adipose - Visceral (Omentum)	179928.42872560225
SRR813584	-99.04635473697536	-35.2821989445586	Adipose - Visceral (Omentum)	192085.31398274787
SRR1365894	-8.595251609344027	-30.658426860723868	Adipose - Visceral (Omentum)	174432.98483577862
SRR808566	-38.26537625121855	-26.53189425361753	Adipose - Visceral (Omentum)	181116.36877049424
SRR1375699	-4.625400740188517	-23.395582956305784	Adipose - Visceral (Omentum)	174471.53584932376
SRR1488939	17.53936054498	-45.76881729301621	Adipose - Visceral (Omentum)	172321.47383626498
SRR1320517	-50.70494518346433	-18.742474180428147	Adipose - Visceral (Omentum)	181612.6338056811
SRR1333395	-33.424109983107094	-35.40095462202099	Adipose - Visceral (Omentum)	173815.54316429328
SRR1485870	-33.77848163367703	-32.514340246775845	Adipose - Visceral (Omentum)	178137.87899498906
SRR1360478	22.22533174917309	-32.89552921336094	Adipose - Visceral (Omentum)	167302.65400111594
SRR1467102	1.085806561250204	-27.26544812256457	Adipose - Visceral (Omentum)	171456.0209765762
SRR1481419	13.132395416763018	-32.37083429113641	Adipose - Visceral (Omentum)	170105.50541288033
SRR1315165	-31.567189174367115	-23.774733172713965	Adipose - Visceral (Omentum)	177931.50368906013
SRR816475	-72.05092126618125	-22.874495457530557	Adipose - Visceral (Omentum)	185164.04318301313
SRR1391856	-41.38951175507026	-41.09624526901395	Adipose - Visceral (Omentum)	179614.35649507795
SRR1404909	-20.09638985444573	-36.51311414863151	Adipose - Visceral (Omentum)	175603.2233518433
SRR660224	33.22323864702817	-34.92386235489563	Adipose - Visceral (Omentum)	165824.1700070944
SRR1498595	15.369179593503722	-27.469048574940103	Adipose - Visceral (Omentum)	170469.37935955843
SRR1433232	-15.840559279182202	-45.59187501933439	Adipose - Visceral (Omentum)	177136.85779477807
SRR1349911	-46.55560058621799	-32.90198242199804	Adipose - Visceral (Omentum)	181176.91427526303
SRR811748	-65.18878553373997	-29.653510109322124	Adipose - Visceral (Omentum)	185837.0222740413
SRR1099622	-29.400208277215366	-28.859933623506787	Adipose - Visceral (Omentum)	176722.77070520385
SRR1430270	-35.975887069275224	-18.277883462644457	Adipose - Visceral (Omentum)	180056.75712752505
SRR1467316	-28.626586703103975	-48.05148825024108	Adipose - Visceral (Omentum)	181277.50727414034
SRR1382851	-42.70469009649639	-36.651301376735944	Adipose - Visceral (Omentum)	180468.06566190792
SRR1499935	-9.352159182757774	-27.65892048881866	Adipose - Visceral (Omentum)	175054.58898480958
SRR1414916	-54.83582518492988	-29.572754339339753	Adipose - Visceral (Omentum)	178697.15917046886
SRR1410866	46.530275074545344	-20.700969223827144	Adipose - Visceral (Omentum)	163929.7583767058
SRR1470459	-6.309190173759572	-34.968751500126594	Adipose - Visceral (Omentum)	172803.45699927665
SRR1381288	9.425452538617856	-42.746204534553904	Adipose - Visceral (Omentum)	171119.46700745221
SRR1467745	-44.27036973496114	-27.302058659367315	Adipose - Visceral (Omentum)	181463.356354655
SRR1347772	-18.927172566832414	-42.052369480812764	Adipose - Visceral (Omentum)	177000.53158983213
SRR1356468	-17.168870034431173	-24.55779167043723	Adipose - Visceral (Omentum)	175623.85098945844
SRR1355085	5.4980089879662035	-7.009907312263683	Adipose - Visceral (Omentum)	172068.55310239547
SRR1329027	7.002734185655315	-38.41035723581825	Adipose - Visceral (Omentum)	170540.89325558904
SRR1413284	-16.32615481783232	-24.87118648025647	Adipose - Visceral (Omentum)	177674.8030267713
SRR1417632	12.05099229667901	-37.293643946056115	Adipose - Visceral (Omentum)	171085.83202932886
SRR1334814	-50.932892778135674	-31.037236778077844	Adipose - Visceral (Omentum)	182656.82297322652
SRR809987	-5.741129793885996	-13.628305616478489	Adipose - Visceral (Omentum)	173373.23767027847
SRR1431781	-0.24267433688619128	-21.318387418128882	Adipose - Visceral (Omentum)	173278.17883765185
SRR1421327	-73.44030015597856	-40.24648237605608	Adipose - Visceral (Omentum)	187330.61653375515
SRR1350153	41.334621939967526	-23.11642115968781	Adipose - Visceral (Omentum)	165088.33963633346
SRR1332648	14.004018773852577	-15.592696079138891	Adipose - Visceral (Omentum)	171082.6365434845
SRR1430910	-25.873725604478192	-47.42697226539138	Adipose - Visceral (Omentum)	174158.2857108488
SRR1485631	27.027335358428164	-21.779356472696147	Adipose - Visceral (Omentum)	168948.9304416302
SRR1464642	-7.82289887661168	-33.21796370240515	Adipose - Visceral (Omentum)	174512.9380881393
SRR1485416	-83.2617117338051	-29.17521654991824	Adipose - Visceral (Omentum)	187938.40867760556
SRR1416578	-103.02912388821373	-26.95343436485849	Adipose - Visceral (Omentum)	190624.31294488572
SRR1469413	35.18831124572341	-31.805139582210593	Adipose - Visceral (Omentum)	165780.51486469025
SRR1340221	-6.028894014890985	-22.861993177749515	Adipose - Visceral (Omentum)	174627.45980921114
SRR1396294	-38.2332110134327	-17.874262011899223	Adipose - Visceral (Omentum)	177631.07170690584
SRR1419539	16.36930870596454	-16.428107322619745	Adipose - Visceral (Omentum)	166578.29660577473
SRR1394836	-69.9197041012835	-35.67179063366447	Adipose - Visceral (Omentum)	183700.13385509583
SRR810295	-72.06390505385409	-41.80096849979442	Adipose - Visceral (Omentum)	185039.52031521502
SRR816177	-78.35390983079785	-33.340067025121215	Adipose - Visceral (Omentum)	190455.4354891377
SRR1313583	-70.40933084285193	-17.543280234824152	Adipose - Visceral (Omentum)	184116.2562998752
SRR1351212	-69.586916181591	-28.0711078238552	Adipose - Visceral (Omentum)	187465.38608566218
SRR1403154	-49.57832026261281	-19.203121080490057	Adipose - Visceral (Omentum)	181893.39389124548
SRR1489648	-19.3684854538123	-35.493949848990134	Adipose - Visceral (Omentum)	176765.4045445444
SRR1486195	-15.136455244737917	-37.42628959591003	Adipose - Visceral (Omentum)	174530.8149821281
SRR1333308	-29.829507725904737	-24.119713304247274	Adipose - Visceral (Omentum)	179303.63636757561
