run	sample	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	mapped_read_count	auc	avg_read_length	sampid	smrin	smts	smtsd	smntrart	smmaprt	smexncrt	smgnsdtc	smmncpb	smestlbs	smmppd	smnterrt	smrrnanm	smrdttl	smvqcfl	smtrscpt	smexpeff	smrrnart
SRR661167	SRS389782	98119226	98119226	1	80554357	5828712963	152	GTEX-S32W-2226-SM-2XCAY	6.8	Adipose Tissue	Adipose - Subcutaneous	0.9739575	0.7019221	0.8666356	24172	38.958084	34049080	62535997	0.025782542	909188	89092492	9026734	140572	0.6083107	0.010204989
SRR1081283	SRS524744	98116674	98116674	1	96153156	7270573122	152	GTEX-QDVN-0726-SM-4B64L	8.1	Lung	Lung	0.9771558	0.94472647	0.82931983	26405	67.41686	94937639	84735330	0.02265276	484700	89692978	8423696	148176	0.7834804	0.0054039904
SRR1416386	SRS639319	98111154	98111154	1	95805762	7240792356	152	GTEX-12WSH-0008-SM-5S2V1	9.8	Skin	Cells - Transformed fibroblasts	0.97173816	0.9558375	0.892016	23549	78.67774	80331865	85047771	0.028027238	1419631	88977226	9133928	136760	0.85262233	0.015954994
SRR1447523	SRS644745	98023252	98023252	1	95061786	7177227182	152	GTEX-Y114-0006-SM-4TT76	7.6	Blood	Whole Blood	0.8208807	0.9035033	0.7207566	22325	53.49752	32903300	80219674	0.1789205	16737304	88787356	9235896	128857	0.65120596	0.18850999
SRR615177	SRS374896	97955236	97955236	1	83332739	6111393220	152	GTEX-QDVJ-0005-SM-2TC5X	8.6	Blood	Whole Blood	0.8982033	0.6927048	0.80209345	21752	42.393852	25730470	56425917	0.10137971	7730060	81457372	16497864	129394	0.555614	0.094896995
SRR1477883	SRS648760	97883828	97883828	1	94684194	7136118456	152	GTEX-ZT9W-2426-SM-57WFJ	7.3	Skin	Skin - Sun Exposed (Lower leg)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1404623	SRS638099	97380480	97380480	1	94737674	7139320112	152	GTEX-13QIC-1526-SM-5IJFL	6.4	Ovary	Ovary	0.9707	0.9046296	0.75822014	25785	59.910213	96129196	82540211	0.029105755	730757	91241992	6138488	144259	0.6859084	0.008008999
SRR1348339	SRS629302	97139694	97139694	1	94438932	7132055606	152	GTEX-1313W-0011-R1b-SM-5EQ4A	7.2	Brain	Brain - Hippocampus	0.9662323	0.947331	0.91241634	25467	59.079063	45553852	82125821	0.033392165	6677174	86691788	10447906	147123	0.86436033	0.077021986
SRR1322010	SRS625616	97057098	97057098	1	95436242	7202573428	152	GTEX-12WSD-3026-SM-5LZU7	7	Brain	Brain - Cerebellum	0.9552081	0.9364279	0.8041768	26110	65.68621	109891534	86442994	0.044483665	2229505	92311422	4745676	145953	0.7530536	0.024151994
SRR1394495	SRS637284	96695180	96695180	1	94468648	7131559634	152	GTEX-ZPU1-0008-SM-4E3IR	10	Skin	Cells - Transformed fibroblasts	0.97103816	0.93770796	0.9042798	22614	79.271225	64173356	81810289	0.028706254	2507943	87244954	9450226	134239	0.8479504	0.028745996
SRR1442087	SRS644489	96615174	96615174	1	94432585	7122999773	152	GTEX-13OW5-2926-SM-5IJF2	7.1	Pituitary	Pituitary	0.9740846	0.9148922	0.8484653	26700	63.873943	64127725	83113300	0.025663787	321681	90844904	5770270	149778	0.77625436	0.003540991
SRR1467904	SRS648280	96421614	96421614	1	91882657	6936422373	152	GTEX-13O3P-1626-SM-5K7X3	6.1	Heart	Heart - Left Ventricle	0.9888302	0.94445974	0.93459934	21868	32.614914	16477750	76496203	0.011101976	5502939	80994664	15426950	131185	0.88269144	0.06794199
SRR1452399	SRS645719	96217488	96217488	1	94578615	7136799776	152	GTEX-Y9LG-0926-SM-4VDS6	6.7	Esophagus	Esophagus - Gastroesophageal Junction	0.9555009	0.927324	0.8851418	24137	51.539745	34058885	83929450	0.044405594	4108662	90507146	5710342	137590	0.82081324	0.045395996
SRR1420493	SRS639521	96134026	96134026	1	94300359	7125285242	152	GTEX-1313W-0011-R2a-SM-5EGLF	7	Brain	Brain - Substantia nigra	0.9642128	0.949225	0.91188973	25354	60.33008	47540666	84405952	0.035437286	7818371	88920912	7213114	146703	0.8655885	0.087924995
SRR1472347	SRS648488	96078106	96078106	1	90850913	6845312606	152	GTEX-YEC4-1126-SM-5CVLW	7.5	Esophagus	Esophagus - Muscularis	0.97985	0.8780915	0.8886459	24439	54.291336	59389926	70634677	0.019920046	937702	80441132	15636974	142995	0.7803124	0.011656996
SRR1442648	SRS644516	95958592	95958592	1	94748989	7163133094	152	GTEX-13N1W-0926-SM-5MR36	7.1	Heart	Heart - Atrial Appendage	0.9813616	0.9525562	0.8713373	24195	61.826206	51861099	87978176	0.018397016	1521355	92360086	3598506	141829	0.8299977	0.016471997
SRR1433902	SRS644040	95760486	95760486	1	93030218	7022402345	152	GTEX-145MN-1726-SM-5SIA6	7.8	Colon	Colon - Transverse	0.9768492	0.9373695	0.87143993	25454	61.45658	60384412	81308545	0.022164693	966036	86741188	9019298	145024	0.8168613	0.011136994
SRR1321064	SRS625562	95613346	95613346	1	93837658	7095437492	152	GTEX-1399U-0008-SM-5S2VE	9.9	Skin	Cells - Transformed fibroblasts	0.9799561	0.9590652	0.9241963	22022	89.15824	74331423	83962034	0.019795304	1313010	87545692	8067654	131668	0.8863645	0.014997996
SRR655435	SRS389086	95386594	95386594	1	85002110	6325829613	152	GTEX-RNOR-0011-R4A-SM-3GAD3	6.2	Brain	Brain - Amygdala	0.97605675	0.8125898	0.91891384	24828	27.47279	15391983	67791663	0.02360982	4642193	83426670	11959924	144526	0.74670005	0.05564399
SRR663440	SRS389842	94781366	94781366	1	84390205	6283595735	152	GTEX-WFJO-1926-SM-3GILA	7	Adipose Tissue	Adipose - Subcutaneous	0.9754834	0.784917	0.8544804	24564	36.396477	28733307	68483150	0.024331195	999785	87248908	7532458	141796	0.6706962	0.011458997
SRR1454695	SRS645825	94757604	94757604	1	91111608	6866369694	152	GTEX-ZYT6-1126-SM-5GZYR	7.1	Esophagus	Esophagus - Mucosa	0.973389	0.9352707	0.7906469	26086	53.51489	78830205	77791020	0.026477309	780346	83174872	11582732	146839	0.73946893	0.009381992
SRR1085134	SRS524912	94408190	94408190	1	92349054	6982251144	152	GTEX-XOTO-0226-SM-4B66H	7.5	Adipose Tissue	Adipose - Subcutaneous	0.97609913	0.94326067	0.8342753	26016	61.730972	101998807	81433274	0.023641689	646106	86331674	8076516	147210	0.7869391	0.0074839974
SRR1076441	SRS524534	94339418	94339418	1	92421064	6986625479	152	GTEX-REY6-2426-SM-48FF5	7.2	Breast	Breast - Mammary Tissue	0.98395675	0.9512864	0.8701835	24083	63.478573	68550955	81938681	0.015790246	696226	86134612	8204806	140704	0.8277937	0.008083
SRR1447215	SRS644731	94225892	94225892	1	90658166	6841050610	152	GTEX-11GS4-2926-SM-5A5LF	7.6	Blood Vessel	Artery - Tibial	0.98003775	0.9376149	0.87515146	24953	64.07641	89979902	78003119	0.019648278	469542	83193130	11032762	143966	0.8205551	0.0056439997
SRR1074385	SRS524433	94067068	94067068	1	92005941	6957694080	152	GTEX-XPVG-0326-SM-4B653	7.5	Pancreas	Pancreas	0.9703608	0.9106215	0.8610796	24483	49.17667	34297778	78188697	0.029518206	1364878	85862998	8204070	142878	0.7841176	0.015895996
SRR1486174	SRS649562	94014668	94014668	1	90961953	6862021382	152	GTEX-13PL6-0826-SM-5IJBI	5.9	Heart	Heart - Atrial Appendage	0.9745779	0.9323415	0.83927554	24527	42.708733	40288024	77942273	0.025274154	5622244	83598412	10416256	141951	0.78249145	0.06725299
SRR1321921	SRS625611	93984214	93984214	1	92808369	7012439984	152	GTEX-131YS-0326-SM-5PNYW	7.4	Nerve	Nerve - Tibial	0.9712133	0.9403568	0.8138967	26548	65.32479	106315919	85949954	0.028541273	497315	91401424	2582790	148546	0.7653533	0.0054409984
SRR1092038	SRS525298	93922716	93922716	1	92363084	6985611550	152	GTEX-S4P3-0926-SM-4AD54	6.8	Ovary	Ovary	0.9743179	0.9515109	0.80645	25817	58.22366	64162236	83929078	0.025494155	523591	88206114	5716602	144927	0.767346	0.0059359944
SRR1452270	SRS645713	93588826	93588826	1	90235390	6808073615	152	GTEX-ZLV1-1826-SM-5FQU5	6.7	Adipose Tissue	Adipose - Subcutaneous	0.97929	0.9388969	0.8634972	24639	57.520397	80978100	77719297	0.020441681	577288	82777240	10811586	142716	0.8107348	0.0069739944
SRR603596	SRS333405	93236432	93236432	1	78714133	5761664889	152	GTEX-NL3H-0011-R11A-SM-2I3E6	7	Brain	Brain - Cerebellar Hemisphere	0.93600136	0.7707456	0.7582306	24595	47.801937	102328121	64820616	0.06362204	2925291	84101184	9135248	139381	0.5844029	0.034782995
SRR1481036	SRS648908	93050630	93050630	1	89897842	6773156766	152	GTEX-146FH-1226-SM-5NQB6	8.1	Lung	Lung	0.97925174	0.9180409	0.8495922	25936	65.59686	134074348	75430403	0.020465277	299736	82164538	10886092	146930	0.77996033	0.0036479973
SRR1480675	SRS648891	92881568	92881568	1	90404439	6820857019	152	GTEX-11WQK-2826-SM-5EQKH	6.8	Testis	Testis	0.9512383	0.94033945	0.7627558	33798	56.07418	112737474	77879160	0.048552528	1488611	82820266	10061302	164924	0.71724933	0.017973995
SRR1347144	SRS629240	92625712	92625712	1	87694407	6611305184	152	GTEX-ZLWG-0826-SM-59888	7	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9756736	0.9119503	0.84004897	25616	52.47841	84043265	70273403	0.024146333	663087	77058364	15567348	146557	0.7660829	0.008604997
SRR662990	SRS389974	91961708	91961708	1	78333781	5742635300	152	GTEX-WFG7-0005-SM-3GIKM	8.5	Blood	Whole Blood	0.9440169	0.7236669	0.84020895	21174	28.26664	13877778	61125730	0.05583271	2958191	84466662	7495046	122612	0.6080314	0.035021994
SRR1349433	SRS629385	91835392	91835392	1	88226730	6648418032	152	GTEX-ZF3C-1126-SM-57WEG	6	Heart	Heart - Atrial Appendage	0.9806039	0.9227115	0.8540339	23820	41.482517	34680834	73911585	0.019242708	2778278	80102596	11732796	139328	0.78802687	0.034683995
SRR1443113	SRS644538	91287714	91287714	1	89819671	6737385893	152	GTEX-ZDYS-2426-SM-4WKGI	8.1	Skin	Skin - Not Sun Exposed (Suprapubic)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1334982	SRS627423	91270670	91270670	1	86178030	6488216984	152	GTEX-YEC3-2526-SM-5CVLS	7.7	Esophagus	Esophagus - Mucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1070713	SRS524278	91035192	91035192	1	88395430	6663972864	152	GTEX-XYKS-1826-SM-4E3JV	8	Adipose Tissue	Adipose - Visceral (Omentum)	0.97696614	0.91868246	0.8789711	25073	56.629726	73804077	75225334	0.022145305	950344	81883932	9151260	144458	0.80749536	0.011605988
SRR1405266	SRS638130	90620896	90620896	1	85963573	6474402438	152	GTEX-YEC3-2526-101809-SM-5CVLT	8.7		Esophagus - Mucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1432275	SRS643964	90532296	90532296	1	87880751	6629420123	152	GTEX-ZZPT-3026-SM-5GZXH	6.2	Brain	Brain - Cortex	0.9624049	0.9349136	0.894234	25652	50.423046	43306669	75336810	0.03736808	4947064	80581576	9950720	146891	0.8360315	0.061391998
SRR1466198	SRS648201	90518402	90518402	1	88290680	6668111620	152	GTEX-11TT1-2626-SM-5EGL2	7.5	Nerve	Nerve - Tibial	0.98210853	0.94873565	0.86418563	24948	68.40635	93826242	78872125	0.017670475	613279	83133932	7384470	143776	0.8198837	0.0073769996
SRR1419342	SRS639468	90464038	90464038	1	88465022	6677660939	152	GTEX-13OVG-1626-SM-5J1NF	7.5	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9759454	0.9193376	0.8299763	26377	59.776623	84137064	78979750	0.02389163	607465	85909418	4554620	148362	0.7630284	0.0070709945
SRR1374739	SRS633872	90451094	90451094	1	88705407	6704060257	152	GTEX-139YR-1526-SM-5IFJ1	6.8	Pancreas	Pancreas	0.9848249	0.8936085	0.88412803	24261	53.394066	36997432	75551696	0.015029206	442517	84546756	5904338	143008	0.79006433	0.005233992
SRR1332424	SRS627144	90417284	90417284	1	88794795	6706910760	152	GTEX-111VG-2326-SM-5N9BK	7.7	Adipose Tissue	Adipose - Subcutaneous	0.9802765	0.93828106	0.846929	25799	63.794956	92675944	80753649	0.019497015	539372	86065522	4351762	146378	0.79465747	0.006266993
SRR1321283	SRS625582	90353688	90353688	1	88169260	6663457037	152	GTEX-14C5O-1326-SM-5S2UW	5.8	Heart	Heart - Left Ventricle	0.9892137	0.9498322	0.9535937	19834	21.946789	9477307	77982622	0.010752754	4731918	82101470	8252218	121252	0.90575397	0.057634994
SRR658633	SRS389591	90288946	90288946	1	84656268	6324496046	152	GTEX-U8T8-0005-SM-3DB8F	8.3	Blood	Whole Blood	0.9870262	0.8907247	0.9173886	19797	46.371124	14082626	74335798	0.012853336	946384	83455418	6833528	120997	0.8171407	0.011339995
SRR1447893	SRS644762	90191474	90191474	1	86519640	6531818805	152	GTEX-ZYT6-1226-SM-5E44Q	8	Esophagus	Esophagus - Muscularis	0.9812603	0.9280021	0.8957749	24465	57.118813	57653616	71706584	0.01855771	1091513	77269850	12921624	142922	0.83128107	0.014125989
SRR1095188	SRS525974	90182762	90182762	1	88038297	6655708008	152	GTEX-XPVG-1326-SM-4B65P	7.5	Esophagus	Esophagus - Muscularis	0.9750277	0.9432051	0.8639686	24676	57.436447	59926835	77597263	0.024814483	1215618	82269770	7912992	142925	0.81489956	0.014775999
SRR1489803	SRS649733	89517448	89517448	1	87192987	6581187573	152	GTEX-13CF2-2026-SM-5K7VI	6.1	Breast	Breast - Mammary Tissue	0.9763308	0.91695	0.8117583	26515	55.742184	75138347	76937201	0.023471741	664196	83905560	5611888	148730	0.74434173	0.007915995
SRR1445387	SRS644646	89491842	89491842	1	86820068	6543415121	152	GTEX-13D11-1926-SM-5IFGB	7.6	Esophagus	Esophagus - Mucosa	0.98111993	0.93623465	0.88914883	24771	59.116093	56420610	74626339	0.018627003	614955	79709012	9782830	143843	0.83245194	0.007715
SRR600361	SRS333043	89409650	89409650	1	83727492	6265963700	152	GTEX-N7MT-0011-R10A-SM-2I3E1	6.8	Brain	Brain - Frontal Cortex (BA9)	0.96552914	0.8635423	0.885659	25395	47.521404	44159722	70015778	0.03411848	5404045	81079732	8329918	145661	0.764804	0.066651
SRR1318920	SRS625454	89024352	89024352	1	85306770	6437520412	152	GTEX-11WQK-0326-SM-5EQL1	7.3	Blood Vessel	Artery - Aorta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1432563	SRS643977	88972904	88972904	1	87145338	6590586074	152	GTEX-11WQK-0008-SM-5SI6T	10	Skin	Cells - Transformed fibroblasts	0.9791619	0.9577186	0.9156613	22696	74.4298	67383216	78029849	0.020582367	1238904	81474712	7498192	134973	0.87694585	0.015205994
SRR1410742	SRS638556	88938344	88938344	1	87226133	6589744444	152	GTEX-11OF3-2626-SM-5GU7F	8.3	Skin	Skin - Sun Exposed (Lower leg)	0.98050123	0.9451189	0.85701716	25621	58.307384	70288584	78864471	0.019327765	578350	83443972	5494372	146649	0.80998313	0.0069309985
SRR1384073	SRS635307	88906624	88906624	1	87706962	6627426394	152	GTEX-13N1W-0426-SM-5MR46	7.5	Nerve	Nerve - Tibial	0.9676439	0.94383985	0.78990537	26244	61.40785	117465848	80784100	0.032091897	662901	85590892	3315732	146837	0.74554414	0.0077449945
SRR1088832	SRS525104	88830836	88830836	1	87679677	6630914080	152	GTEX-S341-1126-SM-4AD6T	7.4	Cervix Uteri	Cervix - Ectocervix	0.97447455	0.9503236	0.861657	25914	64.222626	101677646	79562086	0.025198748	333628	83721050	5109786	146513	0.818853	0.0039849957
SRR1485060	SRS649450	88795654	88795654	1	86512287	6535395653	152	GTEX-13U4I-2426-SM-5LU34	7.1	Colon	Colon - Transverse	0.97780776	0.94189936	0.8513699	24793	59.40034	75480622	75235322	0.021987	974409	79876178	8919476	143264	0.8019048	0.012198994
SRR1434009	SRS644045	88353332	88353332	1	85910377	6487648313	152	GTEX-13VXT-1426-SM-5LU4B	7.7	Lung	Lung	0.97333854	0.9361911	0.8412438	26361	61.096706	109683897	74203939	0.026359046	440614	79261526	9091806	149167	0.78756493	0.0055589895
SRR1078439	SRS524622	88349344	85773719	0.970847265148	83476913	6301132139	147	GTEX-WCDI-0426-SM-4GIAL	6.3	Blood Vessel	Artery - Tibial	0.9832736	0.93291867	0.90101326	24003	52.35805	53956944	72911423	0.016383715	398195	78154102	7619617	141366	0.8405721	0.005094998
SRR1479955	SRS648858	87931846	87931846	1	84571937	6383940539	152	GTEX-ZTX8-0726-SM-59HL9	7.8	Adipose Tissue	Adipose - Visceral (Omentum)	0.9822375	0.9001701	0.8977758	24148	49.553207	63761549	68517880	0.017492559	922304	76116592	11815254	142466	0.80815095	0.01211699
SRR661409	SRS389838	87737110	87737110	1	34734122	2280887489	152	GTEX-S7SF-0226-SM-3K2BI	6.9	Thyroid	Thyroid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1376676	SRS634145	87572216	87572216	1	85288776	6437812191	152	GTEX-13VXU-2726-SM-5LU4N	6	Lung	Lung	0.9769023	0.92907965	0.7858154	24925	51.01646	90147574	73360436	0.02288618	623865	78960326	8611890	143896	0.73008513	0.007900993
SRR1440119	SRS644398	87120874	87120874	1	85947997	6490755469	152	GTEX-12ZZZ-3126-SM-5LZU6	6.7	Brain	Brain - Cerebellum	0.94612527	0.93834895	0.7942924	25523	58.99048	97497430	78061664	0.053618357	3155247	83190440	3930434	143657	0.7453234	0.037928
SRR1345847	SRS628810	86848432	86848432	1	83520492	6305364367	152	GTEX-132NY-0005-SM-5O9AC	7.8	Blood	Whole Blood	0.9759168	0.93448406	0.88681006	20516	58.39853	28911853	71568827	0.02394674	1543370	76586458	10261974	123228	0.82870984	0.020151997
SRR1410242	SRS638533	86415582	86415582	1	83540296	6300367280	152	GTEX-ZZPU-1426-SM-5GZZ6	6.7	Stomach	Stomach	0.98350483	0.9406995	0.8963424	24729	48.205677	35592309	71976988	0.016311392	944263	76514330	9901252	144391	0.8431888	0.0123409955
SRR1094457	SRS525967	86356056	86356056	1	84373650	6378215511	152	GTEX-XOT4-0826-SM-4B66Y	7.4	Adipose Tissue	Adipose - Visceral (Omentum)	0.97771174	0.94142973	0.8586287	25619	58.78155	87557424	74165012	0.02200183	750056	78779122	7576934	146765	0.8083386	0.009521
SRR1500382	SRS650165	85726900	85726900	1	83636027	6311014439	152	GTEX-12WSK-0326-SM-5GCOJ	7.9	Adrenal Gland	Adrenal Gland	0.9820677	0.94206256	0.88739413	23900	55.634933	45450517	74445277	0.017703863	2463090	79023714	6703186	140302	0.8359808	0.031169
SRR1319793	SRS625495	85651974	85651974	1	81205399	6118728873	152	GTEX-11ZTS-1926-SM-5CVLA	6.4	Ovary	Ovary	0.9602084	0.87494963	0.8287013	24857	52.05357	86348655	63163551	0.039558906	1457970	72191070	13460904	142012	0.7250719	0.020195987
SRR1409721	SRS638392	85431882	85431882	1	80513192	6068109587	152	GTEX-11EI6-0726-SM-59866	6.3	Thyroid	Thyroid	0.9748526	0.9098049	0.8632445	25718	57.631386	103779547	64257991	0.024871241	435706	70628322	14803560	146906	0.78538406	0.0061689983
SRR1390119	SRS636345	85385210	85385210	1	83472630	6302035266	152	GTEX-1269C-3226-SM-5EGKT	6.7	Pituitary	Pituitary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1345953	SRS628815	85114908	85114908	1	83443830	6262972607	152	GTEX-RU1J-0626-SM-4WAWY	7.7	Breast	Breast - Mammary Tissue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1322619	SRS625645	85057540	85057540	1	80843206	6100812720	152	GTEX-1313W-0006-SM-5O9B1	7.5	Blood	Whole Blood	0.9824016	0.93664163	0.92691463	19892	44.658916	13453562	69248188	0.017499793	1359099	73932436	11125104	121592	0.86818683	0.018382987
SRR1335400	SRS627442	85040506	85040506	1	81950324	6184937932	152	GTEX-11ZUS-2926-SM-5FQSL	6.3	Brain	Brain - Cortex	0.9674795	0.9416765	0.8912566	25338	47.46739	45303483	70054351	0.03213312	3075490	74393226	10647280	145725	0.83927536	0.041340996
SRR1317344	SRS625345	85005214	85005214	1	82884543	6259508418	152	GTEX-12ZZX-0011-R10b-SM-5DUWK	8.7	Brain	Brain - Frontal Cortex (BA9)	0.9612042	0.94760585	0.88011956	25624	59.415554	83786816	73487451	0.038172573	3092021	77550650	7454564	146417	0.8340064	0.03987099
SRR1397242	SRS637684	84900976	84900976	1	81931675	6186224647	152	GTEX-11EM3-1826-SM-5A5KO	7.8	Vagina	Vagina	0.9736279	0.9410016	0.8433426	25297	54.80918	99346911	70967492	0.026106842	525656	75416968	9484008	144833	0.7935868	0.0069699963
SRR1322312	SRS625630	84897426	84897426	1	80341985	6056165818	152	GTEX-11ZUS-2526-SM-59872	6.7	Liver	Liver	0.97944	0.91469204	0.90945697	22232	34.923454	20627624	64502533	0.020504296	1607253	70518304	14379122	128510	0.83187306	0.022791997
SRR1336593	SRS627586	84833408	84833408	1	82428023	6226084102	152	GTEX-Y114-0326-SM-4TT99	6.6	Blood Vessel	Artery - Coronary	0.9683512	0.9328147	0.8782413	24165	55.00935	65504770	71936217	0.031387486	1607125	77117366	7716042	141100	0.8192364	0.020839987
SRR1431059	SRS643905	84656672	84656672	1	82316352	6215685718	152	GTEX-13111-1626-SM-5EGJY	7.4	Skin	Skin - Sun Exposed (Lower leg)	0.972132	0.94541794	0.8502863	24681	53.29363	65655097	73180721	0.027703553	1138869	77405678	7250994	141924	0.8038759	0.01471299
SRR1436822	SRS644183	84648570	84648570	1	82225854	6210441709	152	GTEX-13U4I-0426-SM-5LU4W	6.9	Blood Vessel	Artery - Tibial	0.9830678	0.9428979	0.89477956	23585	58.78769	77227748	71308902	0.016584927	385245	75627382	9021188	140079	0.8436858	0.005093988
SRR1408368	SRS638306	84621528	84621528	1	82954799	6267742300	152	GTEX-12ZZW-0011-R10b-SM-5HL9X	6.2	Brain	Brain - Frontal Cortex (BA9)	0.9661865	0.9455965	0.9164906	24121	39.64228	25888680	73855263	0.033576265	8777999	78104416	6517112	141521	0.8666303	0.112388
SRR1335254	SRS627435	84563974	84563974	1	82558624	6236051223	152	GTEX-14ASI-0011-R6a-SM-5S2UZ	6.9	Brain	Brain - Nucleus accumbens (basal ganglia)	0.9515686	0.94023424	0.8621375	25378	40.762474	36626164	72332555	0.048236195	6941502	76930350	7633624	144108	0.8106112	0.090230994
SRR1387702	SRS636103	84321636	84321636	1	82191670	6206322999	152	GTEX-PWCY-0526-SM-5PNU8	8.8	Heart	Heart - Left Ventricle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1312802	SRS624123	84061022	84061022	1	81683416	6159419883	152	GTEX-11ILO-0426-SM-5HL4V	6.6	Nerve	Nerve - Tibial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1093410	SRS525357	84048142	84048142	1	82389072	6214384849	152	GTEX-WEY5-0826-SM-4LMIH	7.1	Vagina	Vagina	0.97618777	0.937673	0.88680786	24797	55.108532	64724075	73127121	0.023575112	608617	77987876	6060266	143757	0.83153576	0.0078039956
SRR1355475	SRS629705	83948252	83948252	1	82215342	6210342847	152	GTEX-145LV-2126-SM-5LU8N	6.9	Skin	Skin - Sun Exposed (Lower leg)	0.97485274	0.9253415	0.84735304	25315	50.75684	60094389	71800072	0.024975797	529882	77593054	6355198	144917	0.7840909	0.0068289875
SRR1357826	SRS629825	83923118	83923118	1	82275268	6215489963	152	GTEX-13PL6-2926-SM-5L3I2	5.8	Breast	Breast - Mammary Tissue	0.9738186	0.94649893	0.8004485	26761	54.077995	72081443	73259362	0.025901005	1043666	77400362	6522756	149804	0.7576237	0.013483994
SRR1387899	SRS636112	83885462	83885462	1	82403661	6230716229	152	GTEX-ZF2S-1326-SM-4WWAZ	8.7	Esophagus	Esophagus - Gastroesophageal Junction	0.97984165	0.95013434	0.89120615	24622	56.469307	62293071	73633808	0.019899473	680202	77498312	6387150	144008	0.8467656	0.008776992
SRR1097883	SRS526116	83877236	83877236	1	81585074	6167441879	152	GTEX-XBED-0226-SM-47JY8	7.2	Pancreas	Pancreas	0.9745319	0.9133352	0.8663279	23969	44.144985	29846056	69305754	0.025339384	573288	75882054	7995182	141216	0.7912477	0.007554988
SRR1432783	SRS643987	83821870	83821870	1	82097441	6200542899	152	GTEX-13O61-1526-SM-5KM3P	8.2	Colon	Colon - Sigmoid	0.97958165	0.93450814	0.877336	24305	58.827103	71913668	73455044	0.020151673	597696	78602890	5218980	142518	0.8198777	0.0076039955
SRR1361174	SRS629992	83689130	83689130	1	82422974	6221146238	152	GTEX-13X6K-0226-SM-5QGPB	6.7	Adipose Tissue	Adipose - Subcutaneous	0.9796659	0.94644177	0.8551773	24608	50.89629	57953991	74609656	0.02002525	721546	78831744	4857386	142772	0.8093755	0.009152988
SRR1408091	SRS638292	83623140	83623140	1	81519413	6150383738	152	GTEX-133LE-1326-SM-5IFGO	7.7	Stomach	Stomach	0.98225373	0.9394799	0.8756827	25114	49.739113	40078103	70689843	0.017492047	423094	75243594	8379546	145382	0.8226863	0.0056229904
SRR1435584	SRS644121	83415330	83415330	1	79430363	5995036579	152	GTEX-13NZ9-0126-SM-5K7XV	8.4	Heart	Heart - Atrial Appendage	0.9824532	0.9455742	0.88664216	23880	47.117077	47757872	65964409	0.017238129	1431569	69761220	13654110	141901	0.83838594	0.020520987
SRR1396967	SRS637671	82956894	82956894	1	80340561	6060713761	152	GTEX-11P81-0226-SM-5HL5M	7.5	Lung	Lung	0.9754642	0.94078046	0.8280513	26815	54.85827	106426048	69717298	0.024120428	574468	74105806	8851088	150345	0.7790145	0.007751997
SRR1419656	SRS639482	82789344	82789344	1	81204050	6133539802	152	GTEX-13PVQ-1026-SM-5KM3M	7.1	Breast	Breast - Mammary Tissue	0.9833925	0.93055266	0.84337	23664	53.568768	65090155	72549843	0.0164022	571555	77964248	4825096	139269	0.78480023	0.0073309885
SRR1437186	SRS644200	82665598	82665598	1	81010156	6116848465	152	GTEX-ZXES-1426-SM-5NQ8S	6.8	Stomach	Stomach	0.9799687	0.94668424	0.8615747	24837	44.884537	34934129	72326504	0.019879684	1033231	76399818	6265780	143588	0.81563926	0.013523999
